Player,Squad,Age,MainPos,Min,90s,NP_Gls_per90,npxG_per90,Shots_per90,Shot_OnTarget_pct,Conv_rate,xG_per_shot_np,Finishing_vs_xG_np_per90,xGxA_per90,GA_per90,KeyPasses_per90,PPA_per90,PrgPass_per90,PrgCarries_per90,Touches_Att3rd_per90,Touches_Box_per90,Dribble_Success_pct,Dribble_Att_per90,Fouls_Drawn_per90,Recoveries_per90,Aerial_Win_pct,OnField_xGD_per90,Availability_Min_pct
Alassane Pléa,Gladbach,30.0,FW,1913,21.3,0.28169014084507044,0.29107981220657275,2.68,31.6,0.11,0.11,-0.009389671361502356,0.5211267605633803,0.5164319248826291,1.693674856246733,1.7877679038159957,5.410350235232619,2.6346053319393623,20.982749607945635,4.234187140616832,39.6,2.493465760585468,1.3643491897543123,3.387349712493466,35.7,-0.41,62.5
Albert Guðmundsson,Genoa,26.0,FW,3016,33.5,0.29850746268656714,0.17313432835820894,1.55,36.5,0.19,0.11,0.12537313432835823,0.4895522388059701,0.5373134328358209,2.4171087533156497,1.0145888594164456,3.5809018567639255,2.446949602122016,20.23209549071618,2.1187002652519893,43.8,2.8647214854111405,1.372679045092838,4.058355437665782,12.0,-0.12,88.2
Alberto Cerri,Empoli,27.0,FW,545,6.1,0.1639344262295082,0.19672131147540983,1.65,30.0,0.1,0.12,-0.032786885245901634,0.24590163934426232,0.1639344262295082,0.6605504587155964,0.1651376146788991,1.4862385321100915,0.4954128440366973,14.036697247706424,2.972477064220183,16.7,0.9908256880733946,1.4862385321100915,2.972477064220183,57.7,-0.64,15.9
Alberto Marí,Valencia,22.0,FW,276,3.1,0.0,0.3870967741935484,1.96,33.3,0.0,0.2,-0.3870967741935484,0.8709677419354839,0.6451612903225806,1.9565217391304348,0.3260869565217391,1.9565217391304348,0.6521739130434783,18.26086956521739,4.891304347826087,60.0,1.6304347826086958,1.9565217391304348,3.2608695652173916,28.6,-1.06,8.1
Alberto Moleiro,Las Palmas,19.0,FW,1803,20.0,0.15,0.1,1.65,30.3,0.09,0.06,0.05,0.23500000000000001,0.3,1.3477537437603997,1.29783693843594,4.342762063227953,4.292845257903494,22.612312811980033,2.945091514143095,49.1,5.790349417637271,0.8985024958402662,3.344425956738769,5.9,-0.6,52.7
Alejandro Garnacho,Manchester Utd,19.0,FW,2565,28.5,0.24561403508771928,0.2912280701754386,3.51,27.0,0.07,0.08,-0.04561403508771932,0.39649122807017545,0.38596491228070173,1.6140350877192982,0.7719298245614035,2.175438596491228,6.24561403508772,25.999999999999996,8.701754385964913,36.6,4.5964912280701755,1.894736842105263,3.719298245614035,19.4,-0.31,75.0
Alessio Zerbin,Napoli,24.0,FW,834,1.7,0.0,0.11764705882352942,1.295,33.3,0.0,0.08,-0.11764705882352942,0.4117647058823529,0.5882352941176471,0.4316546762589928,0.2158273381294964,0.3237410071942446,0.6474820143884893,5.827338129496403,0.8633093525179856,45.95,0.4316546762589928,0.4316546762589928,0.6474820143884893,33.35,0.16,12.2
Alex Iwobi,Fulham,27.0,FW,2332,24.4,0.20491803278688525,0.21721311475409838,2.33,42.65,0.05,0.1,-0.012295081967213108,0.3811475409836066,0.2868852459016394,1.891080617495712,1.7753001715265866,5.673241852487136,4.2066895368782165,20.724699828473412,3.126072041166381,63.2,2.778730703259005,0.192967409948542,5.596054888507719,24.0,0.03,34.099999999999994
Alexander Isak,Newcastle Utd,23.0,FW,2255,25.1,0.6374501992031872,0.6215139442231076,2.87,50.0,0.22,0.22,0.015936254980079695,0.9203187250996016,0.9163346613545816,1.0776053215077606,0.8381374722838139,2.8337028824833705,2.713968957871397,15.445676274944567,5.547671840354767,56.8,2.9534368070953434,0.5986696230598669,1.5166297117516632,20.4,0.32,65.9
Alexander Sørloth,Villarreal,27.0,FW,2489,27.7,0.8303249097472925,0.444043321299639,2.82,46.2,0.29,0.16,0.3862815884476534,0.552346570397112,1.0469314079422383,1.2294094013660104,0.5423865006026517,1.4463640016070711,1.7356368019284854,15.078344716753715,5.423865006026517,41.7,2.603455202892728,0.6870229007633587,2.0610687022900764,64.0,0.06,72.8
Alexandre Lacazette,Lyon,32.0,FW,2293,25.5,0.6666666666666666,0.3843137254901961,2.35,55.0,0.28,0.17,0.2823529411764706,0.5294117647058824,0.8235294117647058,0.8242477104230266,0.6672481465329263,2.3942433493240296,0.8634976013955518,14.60095944177933,4.984736153510685,52.4,1.6484954208460532,1.4129960750109027,2.3549934583515046,40.3,-0.03,74.9
Alexis Saelemaekers,Bologna,24.0,FW,1887,21.0,0.19047619047619047,0.12380952380952381,1.38,34.5,0.14,0.09,0.06666666666666667,0.29047619047619044,0.2857142857142857,2.098569157392687,1.6693163751987283,3.6724960254372023,3.100158982511924,26.613672496025437,2.2416534181240064,37.7,5.055643879173291,2.766295707472178,5.34181240063593,53.3,0.07,55.2
Alexis Sánchez,Inter,34.0,FW,763,8.5,0.11764705882352941,0.29411764705882354,2.01,29.4,0.06,0.14,-0.17647058823529413,0.7058823529411765,0.8235294117647058,2.123197903014417,2.8309305373525553,6.251638269986894,1.8872870249017035,28.309305373525557,4.3643512450851905,54.5,2.595019659239843,2.241153342070773,3.302752293577982,38.1,1.4,22.3
Amad Diallo,Manchester Utd,21.0,FW,390,4.3,0.23255813953488372,0.11627906976744186,2.31,40.0,0.1,0.05,0.11627906976744186,0.23255813953488372,0.46511627906976744,2.3076923076923075,0.6923076923076923,2.3076923076923075,2.5384615384615383,25.384615384615383,5.538461538461538,47.8,5.3076923076923075,0.9230769230769232,3.2307692307692304,40.0,0.07,11.4
Amath,Mallorca,27.0,FW,394,4.4,0.0,0.36363636363636365,2.74,16.7,0.0,0.13,-0.36363636363636365,0.4318181818181818,0.0,0.6852791878172589,0.9137055837563453,2.969543147208122,4.340101522842639,20.55837563451777,4.7969543147208125,32.0,5.710659898477157,1.598984771573604,4.7969543147208125,54.5,0.21,11.5
Amin Sarr,Wolfsburg,22.0,FW,484,4.3,0.0,0.13953488372093023,2.995,36.65,0.0,0.09,-0.13953488372093023,0.186046511627907,0.0,0.371900826446281,0.9297520661157024,2.231404958677686,0.5578512396694215,14.87603305785124,1.859504132231405,42.45,2.0454545454545454,0.5578512396694215,2.603305785123967,47.1,-0.01,7.9
Amine Gouiri,Rennes,23.0,FW,2067,23.0,0.30434782608695654,0.3173913043478261,3.4,33.3,0.09,0.09,-0.013043478260869558,0.42608695652173917,0.43478260869565216,0.9143686502177067,1.3933236574746009,3.570391872278665,2.568940493468795,22.81567489114659,5.747460087082728,53.5,3.74455732946299,1.0014513788098691,3.2656023222060955,44.1,0.36,67.5
Amine Salama,Reims,23.0,FW,313,3.5,0.0,0.19999999999999998,1.73,16.7,0.0,0.12,-0.19999999999999998,0.2571428571428571,0.0,1.437699680511182,0.2875399361022364,2.0127795527156547,2.8753993610223643,16.102236421725237,2.8753993610223643,71.4,4.025559105431309,0.8626198083067093,4.025559105431309,60.0,0.12,10.2
Anastasios Douvikas,Celta Vigo,23.0,FW,905,10.1,0.6930693069306931,0.4554455445544554,2.59,57.7,0.27,0.18,0.23762376237623767,0.5148514851485148,0.7920792079207921,0.7955801104972376,0.5966850828729282,1.292817679558011,0.9944751381215468,14.419889502762432,4.87292817679558,40.9,2.1878453038674035,2.983425414364641,2.1878453038674035,55.6,-0.74,26.5
Ander Barrenetxea,Real Sociedad,21.0,FW,1427,15.9,0.25157232704402516,0.22012578616352202,2.33,32.4,0.11,0.1,0.031446540880503145,0.2893081761006289,0.31446540880503143,0.8199018920812895,0.94604064470918,2.4597056762438685,3.531885073580939,26.173791170287316,4.288717589348283,48.7,4.919411352487737,1.3875262789067977,5.234758234057463,36.8,0.17,41.7
Andrea Belotti,Roma,29.0,FW,1628,7.5,0.8,0.32,2.56,40.3,0.145,0.16,0.48000000000000004,0.44,1.0666666666666667,0.4422604422604422,0.0552825552825552,0.4422604422604422,0.8292383292383292,5.915233415233415,1.8796068796068792,31.700000000000003,0.8292383292383292,1.3820638820638822,0.8292383292383292,43.25,0.56,23.799999999999997
Andrea Petagna,Cagliari,28.0,FW,995,11.1,0.0900900900900901,0.14414414414414414,1.81,40.0,0.05,0.08,-0.054054054054054064,0.24324324324324326,0.1801801801801802,1.628140703517588,0.4522613065326633,1.2663316582914574,0.9949748743718594,13.8391959798995,3.527638190954774,64.7,1.5376884422110553,1.9899497487437188,2.261306532663317,46.4,-0.75,29.1
Andrea Pinamonti,Sassuolo,24.0,FW,3076,34.2,0.2631578947368421,0.19298245614035084,2.34,23.8,0.11,0.08,0.07017543859649124,0.32456140350877194,0.3508771929824561,0.5266579973992198,0.3218465539661898,1.3166449934980493,0.4973992197659297,12.288686605981797,4.2132639791937585,38.7,0.9070221066319896,1.4921976592977892,2.018855656697009,33.2,-0.54,89.9
André Ayew,Le Havre,33.0,FW,1104,12.3,0.4065040650406504,0.25203252032520324,2.61,37.5,0.16,0.1,0.15447154471544713,0.2926829268292683,0.4065040650406504,0.6521739130434783,0.3260869565217391,1.875,1.141304347826087,13.695652173913045,3.9945652173913047,57.1,2.282608695652174,2.119565217391304,3.2608695652173916,41.5,-0.5,36.1
André Silva,Real Sociedad,27.0,FW,729,8.1,0.2469135802469136,0.308641975308642,1.85,33.3,0.13,0.17,-0.0617283950617284,0.4320987654320988,0.3703703703703704,0.6172839506172839,0.1234567901234567,0.8641975308641976,0.6172839506172839,15.802469135802468,3.0864197530864197,26.1,2.839506172839506,0.9876543209876544,2.7160493827160495,40.0,0.1,21.3
Ante Budimir,Osasuna,32.0,FW,2435,27.1,0.5166051660516605,0.40959409594095936,2.7,42.5,0.19,0.15,0.10701107011070111,0.5904059040590406,0.7011070110701106,0.4435318275154004,0.3696098562628337,1.5523613963039016,0.7761806981519508,14.119096509240247,5.618069815195072,32.3,1.1457905544147844,0.9609856262833676,2.0328542094455853,56.0,-0.07,71.2
Anthony Elanga,Nott'ham Forest,21.0,FW,2433,27.0,0.18518518518518517,0.24444444444444444,2.0,40.7,0.09,0.12,-0.05925925925925925,0.3925925925925926,0.5185185185185185,1.183723797780518,0.8877928483353884,1.812577065351418,3.625154130702836,18.75462392108508,4.512946979038224,36.8,2.81134401972873,0.9617755856966708,3.5511713933415536,31.5,-0.03,71.1
Anthony Gordon,Newcastle Utd,22.0,FW,2890,32.1,0.3115264797507788,0.29283489096573206,2.49,36.3,0.13,0.12,0.018691588785046717,0.4922118380062305,0.6542056074766355,1.7750865051903115,1.2145328719723183,3.1453287197231834,4.297577854671281,22.82698961937716,4.577854671280277,40.6,4.141868512110727,2.086505190311419,3.8927335640138407,34.6,0.37,84.5
Anthony Martial,Manchester Utd,27.0,FW,448,5.0,0.2,0.24,1.21,66.7,0.17,0.2,-0.039999999999999994,0.27999999999999997,0.2,1.2053571428571428,0.4017857142857142,2.4107142857142856,1.2053571428571428,17.879464285714285,3.214285714285714,33.3,1.2053571428571428,1.2053571428571428,1.8080357142857144,30.8,-0.09,13.1
Antoine Griezmann,Atlético Madrid,32.0,FW,2644,29.4,0.40816326530612246,0.3163265306122449,2.55,38.7,0.16,0.12,0.09183673469387753,0.6156462585034015,0.7482993197278912,1.4636913767019666,1.1573373676248109,4.016641452344932,1.4636913767019666,23.180786686838125,3.846444780635401,57.9,1.2934947049924357,0.8850226928895614,3.40393343419062,34.1,0.5,77.3
Antoine Joujou,Le Havre,20.0,FW,779,8.7,0.0,0.12643678160919541,2.31,15.0,0.0,0.06,-0.12643678160919541,0.2298850574712644,0.2298850574712644,1.0397946084724006,1.2708600770218228,2.5417201540436456,4.043645699614891,26.341463414634145,4.7368421052631575,35.8,6.123234916559692,1.1553273427471118,4.852374839537869,29.4,-0.26,25.5
Antoine Semenyo,Bournemouth,23.0,FW,2105,23.4,0.3418803418803419,0.19658119658119658,2.99,42.9,0.11,0.07,0.1452991452991453,0.2948717948717949,0.4273504273504274,1.2399049881235154,1.1971496437054632,2.736342042755344,3.80522565320665,22.489311163895486,5.30166270783848,43.1,4.959619952494061,1.0261282660332542,4.745843230403801,39.1,0.23,61.5
Antonio Sanabria,Torino,27.0,FW,2133,23.7,0.12658227848101267,0.3248945147679325,2.19,26.9,0.06,0.15,-0.19831223628691985,0.4303797468354431,0.2109704641350211,0.6329113924050632,0.4219409282700422,2.4050632911392404,0.8016877637130801,13.58649789029536,3.459915611814346,43.8,1.3502109704641352,1.3924050632911391,2.8691983122362865,45.9,0.32,62.4
Antony,Manchester Utd,23.0,FW,1324,14.7,0.06802721088435375,0.23129251700680273,2.92,34.9,0.02,0.08,-0.163265306122449,0.36054421768707484,0.1360544217687075,1.4954682779456194,1.9712990936555892,4.350453172205438,3.602719033232628,29.093655589123863,3.9425981873111784,36.6,4.826283987915407,2.175226586102719,6.525679758308158,8.7,0.01,38.7
Arda Güler,Real Madrid,18.0,FW,377,4.2,1.4285714285714286,0.3333333333333333,3.58,40.0,0.4,0.1,1.0952380952380951,0.45238095238095233,1.4285714285714286,0.4774535809018567,1.4323607427055702,4.058355437665782,3.819628647214854,29.840848806366047,4.535809018567639,50.0,5.251989389920425,1.909814323607427,5.013262599469496,,0.54,11.0
Arijon Ibrahimović,Frosinone,17.0,FW,474,5.3,0.18867924528301888,0.15094339622641512,2.28,33.3,0.08,0.07,0.037735849056603765,0.2830188679245283,0.37735849056603776,1.5189873417721518,1.7088607594936709,4.177215189873418,1.8987341772151896,25.632911392405067,3.607594936708861,30.8,2.468354430379747,0.7594936708860759,3.607594936708861,38.5,-0.31,13.9
Arkadiusz Milik,Juventus,29.0,FW,919,10.2,0.3921568627450981,0.5,3.62,35.1,0.11,0.14,-0.10784313725490194,0.5686274509803921,0.4901960784313726,1.4689880304679,0.7834602829162133,2.1545157780195865,1.17519042437432,17.138193688792164,5.092491838955386,50.0,0.9793253536452666,2.546245919477693,3.0359085963003265,42.9,1.26,26.9
Armand Lauriente,Sassuolo,24.0,FW,2908,32.3,0.15479876160990713,0.17647058823529413,2.6,35.7,0.06,0.07,-0.021671826625387004,0.29721362229102166,0.2786377708978328,1.4546079779917471,1.114167812929849,3.0639614855570843,3.8686382393397527,22.902338376891333,3.651994497936726,46.7,4.178129298486932,1.7022008253094911,4.270976616231087,17.6,-0.43,85.0
Armando Broja,Fulham,21.0,FW,542,1.0,1.0,0.0,1.29,15.4,0.08,0.18,1.0,0.0,2.0,0.1660516605166051,0.1660516605166051,0.3321033210332103,0.3321033210332103,3.819188191881919,0.6642066420664207,37.599999999999994,0.9963099630996308,0.4981549815498154,0.4981549815498154,31.1,-0.53,7.95
Arnau Puigmal,Almería,22.0,FW,255,2.8,0.0,0.0,0.0,,,,0.0,0.07142857142857144,0.0,1.0588235294117647,1.4117647058823528,2.8235294117647056,1.4117647058823528,16.941176470588236,0.7058823529411764,28.6,2.4705882352941178,1.4117647058823528,5.647058823529411,25.0,-0.76,7.5
Arnaud Kalimuendo,Rennes,21.0,FW,2139,23.8,0.3361344537815126,0.31092436974789917,2.48,37.3,0.14,0.13,0.02521008403361343,0.4747899159663866,0.4621848739495798,1.1781206171107994,0.5049088359046283,1.5568022440392706,1.1360448807854138,14.26367461430575,4.50210378681627,37.0,1.935483870967742,2.1037868162692845,1.893408134642356,9.0,0.48,69.9
Arnaud Nordin,Montpellier,25.0,FW,1246,13.8,0.36231884057971014,0.2608695652173913,2.09,37.9,0.17,0.12,0.10144927536231883,0.36231884057971014,0.5797101449275363,1.5168539325842696,1.5890850722311396,3.756019261637239,4.044943820224719,19.574638844301766,4.767255216693419,60.0,3.9727126805778488,2.961476725521669,4.044943820224719,47.4,0.24,40.7
Aron Dønnum,Toulouse,25.0,FW,1595,17.7,0.0,0.05649717514124294,1.18,42.9,0.0,0.05,-0.05649717514124294,0.22598870056497175,0.05649717514124294,1.35423197492163,1.2978056426332287,3.724137931034482,3.893416927899686,19.24137931034483,2.70846394984326,41.9,4.175548589341693,2.031347962382445,4.2884012539184955,31.6,-0.18,52.1
Artem Dovbyk,Girona,26.0,FW,2587,28.7,0.5923344947735192,0.6236933797909407,2.68,46.8,0.22,0.23,-0.03135888501742155,0.9721254355400697,1.1149825783972125,0.93931194433707,0.3478933127174333,0.9045226130653268,0.6262079628913799,11.863161963664476,6.436026285272516,68.0,0.8697332817935832,0.4522613065326633,0.83494395052184,49.4,0.61,75.6
Asier Villalibre,Athletic Club,25.0,FW,513,5.7,0.3508771929824561,0.2982456140350877,2.11,50.0,0.17,0.14,0.052631578947368425,0.42105263157894735,0.5263157894736842,1.5789473684210529,0.8771929824561403,1.7543859649122806,1.0526315789473684,17.19298245614035,5.43859649122807,36.4,1.9298245614035088,1.9298245614035088,2.280701754385965,47.7,0.17,15.0
Assane Diao,Betis,17.0,FW,1048,11.6,0.1724137931034483,0.21551724137931036,1.8,14.3,0.1,0.12,-0.04310344827586207,0.28448275862068967,0.1724137931034483,0.8587786259541985,0.5152671755725191,1.717557251908397,2.8339694656488548,21.55534351145038,4.208015267175573,32.7,4.723282442748092,1.8893129770992367,4.036259541984733,38.9,0.14,30.6
Ayoze Pérez,Betis,30.0,FW,2294,25.5,0.35294117647058826,0.2901960784313726,2.67,38.2,0.13,0.11,0.06274509803921567,0.40784313725490196,0.39215686274509803,1.137750653879686,0.8631211857018309,3.138622493461203,3.530950305143854,20.126416739319964,6.120313862249346,44.6,4.394071490845684,1.883173496076722,4.74716652136007,37.0,0.0,67.1
Badredine Bouanani,Nice,18.0,FW,604,1.8,0.5555555555555556,0.11111111111111112,2.645,29.15,0.035,0.05,0.4444444444444445,0.33333333333333337,0.5555555555555556,0.8940397350993378,0.4470198675496689,0.2980132450331126,1.490066225165563,8.791390728476822,1.490066225165563,46.75,1.6390728476821192,0.7450331125827815,1.1920529801324504,0.0,0.35,9.9
Bamba Dieng,Lorient,23.0,FW,549,6.1,0.6557377049180328,0.5245901639344263,2.79,41.2,0.24,0.19,0.13114754098360654,0.6721311475409837,0.819672131147541,1.3114754098360657,0.3278688524590163,0.6557377049180327,0.819672131147541,12.950819672131148,5.081967213114754,27.3,1.8032786885245904,3.1147540983606556,1.9672131147540983,47.2,-0.2,17.9
Ben Brereton,Villarreal,24.0,FW,1375,3.0,1.6666666666666667,0.06666666666666667,2.22,33.55,0.075,0.04,1.5999999999999999,0.13333333333333333,2.3333333333333335,0.1309090909090909,0.1309090909090909,0.9163636363636364,0.3927272727272727,4.123636363636364,0.850909090909091,27.85,0.6545454545454545,0.2618181818181818,0.850909090909091,28.299999999999997,-0.04,20.1
Benedict Hollerbach,Union Berlin,22.0,FW,1282,14.2,0.35211267605633806,0.23943661971830987,2.39,29.4,0.15,0.1,0.11267605633802819,0.3380281690140845,0.35211267605633806,0.982839313572543,1.263650546021841,2.7379095163806553,3.4399375975039,22.18408736349454,5.405616224648986,40.5,5.195007800312013,1.40405616224649,4.141965678627145,33.3,-0.35,41.9
Benito Ramírez,Las Palmas,28.0,FW,384,4.3,0.23255813953488372,0.0930232558139535,2.34,30.0,0.1,0.04,0.13953488372093023,0.186046511627907,0.46511627906976744,0.46875,1.171875,1.171875,3.046875,26.25,2.34375,18.2,2.578125,0.9375,5.15625,15.4,-0.45,11.2
Benjamin Tetteh,Metz,26.0,FW,278,3.1,0.0,0.0967741935483871,0.97,33.3,0.0,0.09,-0.0967741935483871,0.16129032258064516,0.0,0.6474820143884893,0.0,1.942446043165468,0.971223021582734,11.007194244604316,2.2661870503597124,44.4,2.9136690647482015,1.2949640287769786,2.589928057553957,29.6,-0.57,9.1
Benjamin Šeško,RB Leipzig,20.0,FW,1526,17.0,0.8235294117647058,0.45294117647058824,2.77,53.2,0.3,0.16,0.37058823529411766,0.5294117647058824,0.9411764705882353,0.7077326343381388,0.4128440366972477,1.2975098296199217,1.2385321100917432,14.921363040629094,5.131061598951507,48.6,2.064220183486239,0.5897771952817824,1.651376146788991,56.7,0.3,49.9
Bertuğ Yıldırım,Rennes,21.0,FW,469,5.2,0.0,0.2692307692307692,1.92,40.0,0.0,0.14,-0.2692307692307692,0.30769230769230765,0.1923076923076923,0.767590618336887,0.1918976545842217,2.1108742004264394,1.727078891257996,11.897654584221748,4.029850746268656,66.7,1.727078891257996,2.686567164179104,2.686567164179104,34.7,0.71,15.3
Beto,Udinese,25.0,FW,1025,0.8,3.75,0.0,1.985,28.6,0.07,0.14,3.75,0.0,3.75,0.526829268292683,0.0,0.1756097560975609,0.0,0.8780487804878049,0.0878048780487804,54.8,0.2634146341463415,0.0,0.0,22.8,-1.61,15.0
Bilal Boutobba,Clermont Foot,24.0,FW,926,10.3,0.0970873786407767,0.1941747572815534,2.43,36.0,0.04,0.08,-0.0970873786407767,0.3398058252427184,0.1941747572815534,1.1663066954643628,1.652267818574514,4.1792656587473,3.6933045356371488,21.96544276457883,3.6933045356371488,34.8,4.470842332613391,2.526997840172786,5.248380129589633,50.0,-0.7,30.3
Bilal Brahimi,Nice,23.0,FW,232,0.1,0.0,0.0,0.815,50.0,0.0,0.03,0.0,0.0,0.0,0.3879310344827586,0.0,0.0,0.3879310344827586,4.267241379310344,0.3879310344827586,28.15,0.3879310344827586,0.0,0.7758620689655172,50.0,3.64,3.8
Bobby De Cordova-Reid,Fulham,30.0,FW,1423,15.8,0.37974683544303794,0.29113924050632906,2.09,24.2,0.18,0.14,0.08860759493670887,0.36708860759493667,0.5063291139240506,1.0751932536893885,1.0751932536893885,2.972593113141251,2.213633169360506,17.519325368938862,3.4785664089950807,32.0,1.5811665495432186,1.5811665495432186,3.794799718903725,35.1,-0.56,41.6
Borja Iglesias,Leverkusen,30.0,FW,664,2.8,0.0,0.5,2.51,18.75,0.0,0.17,-0.5,0.6428571428571428,0.35714285714285715,0.4066265060240964,0.4066265060240964,0.677710843373494,0.4066265060240964,8.94578313253012,2.575301204819277,25.0,0.1355421686746988,0.4066265060240964,0.677710843373494,43.1,3.12,10.15
Borja Mayoral,Getafe,26.0,FW,2153,23.9,0.46025104602510464,0.36401673640167365,1.8,53.5,0.26,0.2,0.09623430962343099,0.5523012552301256,0.6694560669456068,0.8360427310729216,0.2926149558755225,2.800743149094287,1.128657686948444,14.714352066883418,2.967951695308871,41.9,1.7974918718067812,1.3376683697166745,2.8843474222015795,40.3,-0.13,63.0
Boulaye Dia,Salernitana,26.0,FW,1143,12.7,0.2362204724409449,0.2440944881889764,2.2,32.1,0.11,0.11,-0.007874015748031503,0.3464566929133859,0.31496062992125984,0.7874015748031497,0.3937007874015748,1.732283464566929,1.4173228346456692,12.755905511811024,2.7559055118110236,32.6,3.3858267716535435,1.889763779527559,3.228346456692913,18.2,-1.18,33.4
