Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Blocks,Int,Tkl+Int,Clr,Err,Won,Lost_misc,Won%,Cmp,Att_passing,Cmp%,TotDist,PrgDist,PrgP,PrgP_passing,KP,1/3,PPA,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Carries,PrgC,PrgDist_possession,Ast,xAG,xA,A-xAG,Recov,Fls,Fld,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,Rk_per_90,CrdY_per_90,CrdR_per_90,Tkl_per_90,TklW_per_90,Def 3rd_per_90,Mid 3rd_per_90,Att 3rd_per_90,Tkl%_per_90,Blocks_per_90,Int_per_90,Tkl+Int_per_90,Clr_per_90,Err_per_90,Won_per_90,Lost_misc_per_90,Won%_per_90,Cmp_per_90,Att_passing_per_90,Cmp%_per_90,TotDist_per_90,PrgDist_per_90,PrgP_per_90,PrgP_passing_per_90,KP_per_90,1/3_per_90,PPA_per_90,Touches_per_90,Def Pen_per_90,Def 3rd_possession_per_90,Mid 3rd_possession_per_90,Carries_per_90,PrgC_per_90,PrgDist_possession_per_90,Ast_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Recov_per_90,Fls_per_90,Fld_per_90,Min%_per_90,Compl_per_90,Subs_per_90,PPM_per_90,onG_per_90,onGA_per_90,+/-_per_90,+/-90_per_90
1371,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,25.0,1998.0,DF,13,10,860,9.6,2,0,20,13,12,7,1,64.7,9,13,33,38,1,13.0,6.0,68.4,317,401,79.1,5434,2296,29,29,6,23,7,511,52,188,231,293,10,705,2,1.5,0.7,0.5,52.0,16.0,5.0,28.1,6.0,3.0,0.85,13.0,21.0,-8.0,-0.84,143.47674418604652,0.20930232558139533,0.0,2.0930232558139537,1.3604651162790697,1.255813953488372,0.7325581395348837,0.10465116279069767,6.77093023255814,0.9418604651162791,1.3604651162790697,3.4534883720930236,3.9767441860465116,0.10465116279069767,1.3604651162790697,0.627906976744186,7.158139534883721,33.17441860465116,41.96511627906977,8.277906976744186,568.6744186046512,240.27906976744188,3.0348837209302326,3.0348837209302326,0.627906976744186,2.4069767441860463,0.7325581395348837,53.47674418604651,5.441860465116279,19.674418604651162,24.174418604651162,30.66279069767442,1.0465116279069768,73.77906976744187,0.20930232558139533,0.1569767441860465,0.07325581395348836,0.05232558139534883,5.441860465116279,1.6744186046511627,0.5232558139534884,2.940697674418605,0.627906976744186,0.313953488372093,0.08895348837209302,1.3604651162790697,2.197674418604651,-0.8372093023255813,-0.08790697674418604
660,Koni De Winter,be BEL,DF,Genoa,it Serie A,21.0,2002.0,DF,29,26,2380,26.4,8,1,44,25,26,13,5,67.7,30,21,65,78,0,58.0,38.0,60.4,1122,1269,88.4,19280,6416,76,76,5,54,5,1497,190,731,655,853,21,2480,1,1.0,0.3,0.0,120.0,37.0,11.0,69.6,22.0,3.0,1.31,33.0,29.0,4.0,0.15,24.95798319327731,0.3025210084033614,0.03781512605042017,1.6638655462184875,0.9453781512605043,0.9831932773109243,0.49159663865546216,0.18907563025210083,2.5600840336134456,1.134453781512605,0.7941176470588235,2.457983193277311,2.9495798319327733,0.0,2.19327731092437,1.4369747899159662,2.284033613445378,42.42857142857143,47.98739495798319,3.342857142857143,729.0756302521008,242.62184873949582,2.8739495798319323,2.8739495798319323,0.18907563025210083,2.042016806722689,0.18907563025210083,56.60924369747899,7.184873949579831,27.642857142857146,24.768907563025213,32.2563025210084,0.7941176470588235,93.78151260504202,0.03781512605042017,0.03781512605042017,0.01134453781512605,0.0,4.53781512605042,1.3991596638655461,0.41596638655462187,2.6319327731092437,0.8319327731092437,0.11344537815126052,0.049537815126050426,1.2478991596638656,1.096638655462185,0.1512605042016807,0.005672268907563025
1416,Konrad Laimer,at AUT,"DF,MF",Bayern Munich,de Bundesliga,26.0,1997.0,DF,29,18,1772,19.7,3,0,56,36,25,20,11,42.3,42,18,74,13,2,12.0,19.0,38.7,1294,1457,88.8,19611,5056,127,127,24,104,26,1671,37,315,893,1008,62,2893,3,3.9,4.5,-0.9,114.0,28.0,15.0,57.9,12.0,11.0,2.28,61.0,25.0,36.0,1.83,71.91873589164786,0.1523702031602709,0.0,2.8442437923250568,1.8284424379232505,1.2697516930022574,1.0158013544018059,0.5586907449209932,2.1484198645598194,2.1331828442437923,0.9142212189616252,3.758465011286682,0.6602708803611739,0.10158013544018057,0.6094808126410836,0.9650112866817155,1.9655756207674946,65.72234762979684,74.00112866817156,4.510158013544018,996.0440180586908,256.79458239277653,6.450338600451468,6.450338600451468,1.2189616252821671,5.282167042889391,1.3205417607223477,84.87020316027088,1.879232505643341,15.998871331828441,45.355530474040634,51.19638826185101,3.148984198645598,146.9356659142212,0.1523702031602709,0.19808126410835214,0.2285553047404063,-0.045711060948081264,5.790067720090294,1.4221218961625284,0.7618510158013545,2.9407449209932284,0.6094808126410836,0.5586907449209932,0.11580135440180586,3.098194130925508,1.2697516930022574,1.8284424379232505,0.09294582392776524
1673,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,25.0,1997.0,DF,19,16,1500,16.7,2,0,28,16,17,9,2,81.0,21,23,51,79,3,44.0,23.0,65.7,482,635,75.9,9625,3911,38,38,3,29,1,821,117,421,372,393,10,1349,0,0.2,0.1,-0.2,70.0,15.0,10.0,43.9,15.0,3.0,1.32,27.0,27.0,0.0,0.0,100.38,0.12,0.0,1.6800000000000002,0.96,1.02,0.54,0.12,4.86,1.26,1.38,3.06,4.74,0.18,2.64,1.38,3.9419999999999997,28.92,38.1,4.554,577.5,234.66000000000003,2.28,2.28,0.18,1.74,0.06,49.26,7.02,25.26,22.32,23.580000000000002,0.6000000000000001,80.94,0.0,0.012,0.006,-0.012,4.2,0.9,0.6000000000000001,2.634,0.9,0.18,0.0792,1.6199999999999999,1.6199999999999999,0.0,0.0
1601,Kostas Manolas,gr GRE,DF,Salernitana,it Serie A,32.0,1991.0,DF,8,6,488,5.4,0,0,9,5,6,3,0,75.0,10,2,11,20,0,20.0,8.0,71.4,276,303,91.1,5479,1918,10,10,1,7,3,354,46,195,154,212,0,470,0,0.1,0.0,-0.1,19.0,5.0,3.0,14.3,1.0,2.0,0.25,3.0,9.0,-6.0,-1.11,295.2663934426229,0.0,0.0,1.6598360655737705,0.9221311475409836,1.1065573770491803,0.5532786885245902,0.0,13.831967213114755,1.8442622950819672,0.36885245901639346,2.028688524590164,3.6885245901639343,0.0,3.6885245901639343,1.4754098360655739,13.168032786885247,50.90163934426229,55.88114754098361,16.80122950819672,1010.4713114754098,353.7295081967213,1.8442622950819672,1.8442622950819672,0.18442622950819673,1.290983606557377,0.5532786885245902,65.28688524590164,8.48360655737705,35.96311475409836,28.401639344262296,39.0983606557377,0.0,86.68032786885246,0.0,0.018442622950819672,0.0,-0.018442622950819672,3.5040983606557377,0.9221311475409836,0.5532786885245902,2.637295081967213,0.18442622950819673,0.36885245901639346,0.04610655737704918,0.5532786885245902,1.6598360655737705,-1.1065573770491803,-0.20471311475409837
2643,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,27.0,1996.0,DF,13,8,679,7.5,0,0,19,13,9,6,4,60.0,9,6,25,10,0,3.0,13.0,18.8,383,500,76.6,6585,1715,31,31,16,16,7,573,17,119,235,310,24,861,3,1.0,1.3,2.0,43.0,11.0,7.0,19.9,6.0,5.0,2.15,16.0,7.0,9.0,1.19,350.3240058910162,0.0,0.0,2.5184094256259204,1.7231222385861562,1.1929307805596465,0.7952871870397643,0.5301914580265096,7.952871870397644,1.1929307805596465,0.7952871870397643,3.313696612665685,1.3254786450662739,0.0,0.39764359351988215,1.7231222385861562,2.491899852724595,50.76583210603829,66.2739322533137,10.153166421207658,872.8276877761414,227.31958762886597,4.108983799705449,4.108983799705449,2.1207658321060383,2.1207658321060383,0.9278350515463918,75.94992636229749,2.2533136966126657,15.773195876288659,31.148748159057437,41.08983799705449,3.1811487481590572,114.12371134020619,0.39764359351988215,0.1325478645066274,0.1723122238586156,0.2650957290132548,5.699558173784977,1.4580265095729015,0.9278350515463918,2.6377025036818846,0.7952871870397643,0.6627393225331369,0.2849779086892489,2.1207658321060383,0.9278350515463918,1.1929307805596465,0.1577319587628866
45,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25.0,1998.0,DF,28,21,1832,20.4,5,0,38,21,25,9,4,63.9,26,25,63,79,1,63.0,23.0,73.3,610,810,75.3,10210,3786,61,61,12,56,10,1042,112,430,457,464,22,1435,1,2.3,2.7,-1.3,60.0,25.0,10.0,53.6,13.0,7.0,1.14,28.0,33.0,-5.0,-0.25,2.210698689956332,0.24563318777292575,0.0,1.8668122270742358,1.0316593886462884,1.2281659388646289,0.4421397379912664,0.1965065502183406,3.1391921397379914,1.277292576419214,1.2281659388646289,3.094978165938864,3.8810043668122276,0.04912663755458515,3.094978165938864,1.1299126637554584,3.600982532751092,29.967248908296945,39.79257641921397,3.6992358078602616,501.58296943231437,185.99344978165936,2.9967248908296944,2.9967248908296944,0.5895196506550218,2.7510917030567685,0.4912663755458515,51.189956331877724,5.502183406113537,21.124454148471614,22.450873362445417,22.79475982532751,1.0807860262008733,70.4967248908297,0.04912663755458515,0.11299126637554584,0.13264192139737993,-0.06386462882096071,2.947598253275109,1.2281659388646289,0.4912663755458515,2.6331877729257642,0.638646288209607,0.34388646288209607,0.05600436681222706,1.3755458515283843,1.6211790393013101,-0.24563318777292575,-0.012281659388646287
702,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,24.0,1999.0,DF,26,12,1206,13.4,2,0,37,20,17,16,4,55.1,17,16,53,22,0,30.0,19.0,61.2,602,787,76.5,9825,3682,80,80,23,46,22,947,23,154,478,586,48,1707,2,1.8,2.2,0.2,80.0,18.0,24.0,39.4,9.0,14.0,2.15,30.0,16.0,14.0,1.04,52.38805970149254,0.1492537313432836,0.0,2.761194029850746,1.492537313432836,1.2686567164179106,1.1940298507462688,0.2985074626865672,4.111940298507463,1.2686567164179106,1.1940298507462688,3.955223880597015,1.6417910447761195,0.0,2.238805970149254,1.4179104477611941,4.567164179104478,44.92537313432836,58.731343283582085,5.708955223880597,733.2089552238807,274.7761194029851,5.970149253731344,5.970149253731344,1.7164179104477613,3.4328358208955225,1.6417910447761195,70.67164179104478,1.7164179104477613,11.492537313432836,35.67164179104478,43.73134328358209,3.582089552238806,127.38805970149254,0.1492537313432836,0.13432835820895522,0.16417910447761194,0.014925373134328358,5.970149253731344,1.3432835820895521,1.791044776119403,2.940298507462687,0.6716417910447761,1.044776119402985,0.16044776119402984,2.238805970149254,1.1940298507462688,1.044776119402985,0.07761194029850747
2844,Kurt Zouma,fr FRA,DF,West Ham,eng Premier League,28.0,1994.0,DF,33,32,2838,31.5,3,0,23,17,14,9,0,62.5,38,29,52,160,0,58.0,43.0,57.4,962,1148,83.8,18843,6791,53,53,4,57,1,1455,275,798,626,794,7,2019,0,0.2,0.1,-0.2,95.0,24.0,6.0,83.0,29.0,1.0,1.39,53.0,63.0,-10.0,-0.32,90.19027484143763,0.09513742071881608,0.0,0.7293868921775898,0.5391120507399577,0.4439746300211416,0.2854122621564482,0.0,1.982029598308668,1.2050739957716703,0.9196617336152221,1.649048625792812,5.073995771670191,0.0,1.8393234672304442,1.3636363636363638,1.820295983086681,30.50739957716702,36.40591966173361,2.657505285412262,597.5581395348837,215.35940803382664,1.6807610993657507,1.6807610993657507,0.12684989429175475,1.807610993657505,0.03171247357293869,46.141649048625794,8.72093023255814,25.306553911205075,19.852008456659618,25.17970401691332,0.2219873150105708,64.0274841437632,0.0,0.006342494714587738,0.003171247357293869,-0.006342494714587738,3.0126849894291756,0.7610993657505286,0.19027484143763215,2.632135306553911,0.9196617336152221,0.03171247357293869,0.04408033826638478,1.6807610993657507,1.9978858350951376,-0.31712473572938693,-0.01014799154334038
2739,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,33.0,1990.0,DF,32,30,2767,30.7,2,0,38,24,19,17,2,48.7,19,27,65,40,1,25.0,15.0,62.5,2128,2404,88.5,36091,8306,157,157,25,199,32,2613,77,526,1358,1509,74,4015,4,2.6,3.2,1.4,152.0,23.0,18.0,80.9,27.0,2.0,2.34,78.0,29.0,49.0,1.59,89.08926635345139,0.06505240332490062,0.0,1.2359956631731117,0.7806288398988074,0.6179978315865559,0.5529454282616553,0.06505240332490062,1.5840260209613302,0.6179978315865559,0.8782074448861582,2.11420310805927,1.3010480664980122,0.03252620166245031,0.8131550415612576,0.4878930249367546,2.0328876039031445,69.21575713769425,78.19298879653054,2.8785688471268522,1173.903144199494,270.16263100831225,5.106613661004698,5.106613661004698,0.8131550415612576,6.472714130827611,1.0408384531984098,84.99096494398265,2.5045175280086736,17.10878207444886,44.170581857607516,49.082038308637514,2.4069389230213227,130.592699674738,0.13010480664980123,0.0845681243223708,0.104083845319841,0.045536682327430425,4.943982652692447,0.748102638236357,0.5854716299241055,2.63136971449223,0.8782074448861582,0.06505240332490062,0.07611131189013372,2.5370437296711237,0.943259848211059,1.593783881460065,0.05171666064329599
1314,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19.0,2004.0,DF,8,7,521,5.8,1,0,4,2,4,0,0,50.0,7,8,12,17,0,6.0,9.0,40.0,209,260,80.4,3723,1447,13,13,3,13,0,318,28,139,150,205,5,559,0,0.1,0.1,-0.1,32.0,10.0,5.0,17.0,2.0,1.0,1.63,9.0,8.0,1.0,0.17,226.98656429942417,0.1727447216890595,0.0,0.690978886756238,0.345489443378119,0.690978886756238,0.0,0.0,8.637236084452976,1.2092130518234165,1.381957773512476,2.0729366602687143,2.9366602687140113,0.0,1.0364683301343571,1.5547024952015356,6.909788867562379,36.103646833013435,44.913627639155465,13.888675623800385,643.1285988483685,249.9616122840691,2.2456813819577732,2.2456813819577732,0.5182341650671786,2.2456813819577732,0.0,54.93282149712092,4.836852207293666,24.01151631477927,25.911708253358924,35.412667946257194,0.8637236084452974,96.56429942418427,0.0,0.01727447216890595,0.01727447216890595,-0.01727447216890595,5.527831094049904,1.7274472168905948,0.8637236084452974,2.9366602687140113,0.345489443378119,0.1727447216890595,0.281573896353167,1.5547024952015356,1.381957773512476,0.1727447216890595,0.029366602687140118
969,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,29.0,1993.0,DF,7,7,630,7.0,4,0,9,4,7,2,0,80.0,10,19,28,39,0,8.0,8.0,50.0,263,300,87.7,5442,2072,4,4,1,7,0,383,72,227,147,195,2,262,0,0.1,0.1,-0.1,25.0,9.0,0.0,18.4,7.0,0.0,1.29,5.0,7.0,-2.0,-0.29,138.42857142857144,0.5714285714285714,0.0,1.2857142857142856,0.5714285714285714,1.0,0.2857142857142857,0.0,11.428571428571427,1.4285714285714284,2.7142857142857144,4.0,5.571428571428571,0.0,1.1428571428571428,1.1428571428571428,7.142857142857142,37.57142857142857,42.857142857142854,12.52857142857143,777.4285714285713,296.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,1.0,0.0,54.71428571428571,10.285714285714285,32.42857142857143,21.0,27.857142857142858,0.2857142857142857,37.42857142857143,0.0,0.014285714285714285,0.014285714285714285,-0.014285714285714285,3.571428571428571,1.2857142857142856,0.0,2.6285714285714286,1.0,0.0,0.1842857142857143,0.7142857142857142,1.0,-0.2857142857142857,-0.041428571428571426
2032,Leart Paqarada,xk KVX,DF,Köln,de Bundesliga,28.0,1994.0,DF,17,11,1075,11.9,0,0,21,11,9,9,3,50.0,17,10,31,30,1,9.0,21.0,30.0,490,717,68.3,8479,3953,45,45,22,34,17,832,43,254,351,423,26,1158,0,1.7,3.0,-1.7,56.0,7.0,8.0,35.1,9.0,6.0,0.47,11.0,31.0,-20.0,-1.67,170.12093023255815,0.0,0.0,1.7581395348837208,0.9209302325581394,0.7534883720930233,0.7534883720930233,0.25116279069767444,4.186046511627907,1.4232558139534883,0.8372093023255813,2.5953488372093023,2.511627906976744,0.08372093023255814,0.7534883720930233,1.7581395348837208,2.511627906976744,41.02325581395349,60.027906976744184,5.718139534883721,709.8697674418604,330.9488372093023,3.7674418604651163,3.7674418604651163,1.8418604651162789,2.8465116279069766,1.4232558139534883,69.65581395348836,3.6,21.26511627906977,29.386046511627907,35.413953488372094,2.1767441860465113,96.94883720930233,0.0,0.14232558139534884,0.25116279069767444,-0.14232558139534884,4.688372093023256,0.586046511627907,0.6697674418604651,2.938604651162791,0.7534883720930233,0.5023255813953489,0.03934883720930232,0.9209302325581394,2.5953488372093023,-1.6744186046511627,-0.13981395348837208
2801,Leny Yoro,fr FRA,DF,Lille,fr Ligue 1,17.0,2005.0,DF,32,30,2673,29.7,5,0,36,25,27,7,2,54.8,20,36,72,97,1,44.0,25.0,63.8,1731,1880,92.1,31353,9753,68,68,2,52,1,2118,241,1046,1048,1639,8,4082,0,0.1,0.3,-0.1,124.0,20.0,16.0,87.4,29.0,2.0,1.72,47.0,31.0,16.0,0.54,94.3097643097643,0.16835016835016833,0.0,1.2121212121212122,0.8417508417508418,0.9090909090909092,0.23569023569023567,0.06734006734006734,1.8451178451178452,0.6734006734006733,1.2121212121212122,2.4242424242424243,3.265993265993266,0.03367003367003367,1.4814814814814816,0.8417508417508418,2.148148148148148,58.28282828282829,63.2996632996633,3.1010101010101003,1055.6565656565656,328.3838383838384,2.2895622895622894,2.2895622895622894,0.06734006734006734,1.750841750841751,0.03367003367003367,71.31313131313131,8.114478114478114,35.21885521885522,35.28619528619529,55.18518518518518,0.26936026936026936,137.44107744107743,0.0,0.003367003367003367,0.010101010101010102,-0.003367003367003367,4.175084175084175,0.6734006734006733,0.5387205387205387,2.9427609427609434,0.9764309764309763,0.06734006734006734,0.05791245791245791,1.5824915824915824,1.0437710437710437,0.5387205387205387,0.01818181818181818
2451,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23.0,1999.0,DF,25,18,1625,18.1,3,0,24,12,13,10,1,54.5,18,16,40,65,0,58.0,25.0,69.9,1172,1339,87.5,22293,8252,76,76,3,68,4,1487,171,668,769,872,13,2440,0,0.1,0.3,-0.1,78.0,12.0,12.0,47.5,16.0,7.0,1.38,29.0,23.0,6.0,0.33,135.74769230769232,0.16615384615384615,0.0,1.3292307692307692,0.6646153846153846,0.72,0.5538461538461539,0.055384615384615386,3.0184615384615383,0.9969230769230769,0.8861538461538462,2.2153846153846155,3.6,0.0,3.212307692307692,1.3846153846153846,3.871384615384616,64.91076923076923,74.16,4.846153846153847,1234.6892307692308,457.0338461538461,4.2092307692307696,4.2092307692307696,0.16615384615384615,3.766153846153846,0.22153846153846155,82.35692307692308,9.47076923076923,36.996923076923075,42.59076923076923,48.29538461538461,0.72,135.13846153846154,0.0,0.005538461538461538,0.016615384615384615,-0.005538461538461538,4.32,0.6646153846153846,0.6646153846153846,2.6307692307692307,0.8861538461538462,0.38769230769230767,0.07643076923076922,1.606153846153846,1.2738461538461539,0.3323076923076923,0.01827692307692308
199,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24.0,1999.0,DF,27,26,2271,25.2,6,1,79,50,55,23,1,73.1,38,51,130,91,0,57.0,36.0,61.3,1402,1628,86.1,26569,9543,122,122,5,115,3,1936,188,845,1036,1412,19,4056,0,0.2,0.5,-0.2,167.0,25.0,23.0,74.2,21.0,1.0,1.44,39.0,30.0,9.0,0.36,7.886393659180978,0.23778071334214002,0.03963011889035667,3.1307793923381766,1.9815059445178336,2.179656538969617,0.9114927344782034,0.03963011889035667,2.8969616908850724,1.5059445178335535,2.0211360634081905,5.1519154557463676,3.6063408190224573,0.0,2.2589167767503304,1.42668428005284,2.429326287978864,55.56142668428005,64.51783355350067,3.412153236459709,1052.9326287978863,378.1902245706737,4.834874504623514,4.834874504623514,0.19815059445178337,4.557463672391017,0.11889035667107001,76.72391017173051,7.4504623513870545,33.48745046235138,41.05680317040951,55.957727873183615,0.7529722589167768,160.73976221928666,0.0,0.007926023778071336,0.019815059445178335,-0.007926023778071336,6.618229854689564,0.9907529722589168,0.9114927344782034,2.9405548216644655,0.8322324966974901,0.03963011889035667,0.05706737120211361,1.5455746367239103,1.1889035667107002,0.35667107001321,0.014266842800528402
341,Leonardo Bonucci,it ITA,DF,Union Berlin,de Bundesliga,36.0,1987.0,DF,7,6,460,5.1,0,0,6,5,2,4,0,100.0,5,7,13,16,0,5.0,7.0,41.7,190,248,76.6,4063,1911,21,21,2,17,2,292,20,122,157,161,0,287,0,0.3,0.1,-0.3,32.0,2.0,1.0,15.0,2.0,1.0,0.43,3.0,13.0,-10.0,-1.96,66.71739130434783,0.0,0.0,1.1739130434782608,0.9782608695652174,0.391304347826087,0.782608695652174,0.0,19.565217391304348,0.9782608695652174,1.3695652173913044,2.5434782608695654,3.130434782608696,0.0,0.9782608695652174,1.3695652173913044,8.158695652173915,37.17391304347826,48.52173913043478,14.98695652173913,794.9347826086957,373.8913043478261,4.108695652173913,4.108695652173913,0.391304347826087,3.3260869565217392,0.391304347826087,57.130434782608695,3.9130434782608696,23.869565217391305,30.717391304347824,31.499999999999996,0.0,56.15217391304348,0.0,0.05869565217391304,0.01956521739130435,-0.05869565217391304,6.260869565217392,0.391304347826087,0.1956521739130435,2.934782608695652,0.391304347826087,0.1956521739130435,0.08413043478260869,0.5869565217391304,2.5434782608695654,-1.9565217391304348,-0.38347826086956527
2494,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30.0,1993.0,DF,24,15,1312,14.6,0,0,15,7,10,5,0,44.4,8,3,18,15,0,6.0,6.0,50.0,663,849,78.1,11631,3209,52,52,27,32,48,951,30,234,407,604,108,3161,2,3.0,3.1,-1.0,74.0,8.0,6.0,38.4,4.0,9.0,1.63,27.0,18.0,9.0,0.62,171.08231707317074,0.0,0.0,1.0289634146341464,0.48018292682926833,0.6859756097560975,0.34298780487804875,0.0,3.0457317073170733,0.5487804878048781,0.20579268292682926,1.2347560975609757,1.0289634146341464,0.0,0.4115853658536585,0.4115853658536585,3.4298780487804876,45.48018292682927,58.239329268292686,5.357469512195122,797.858231707317,220.1295731707317,3.567073170731707,3.567073170731707,1.8521341463414636,2.1951219512195124,3.292682926829268,65.23628048780488,2.057926829268293,16.051829268292682,27.919207317073173,41.4329268292683,7.408536585365854,216.83689024390242,0.13719512195121952,0.20579268292682926,0.21265243902439024,-0.06859756097560976,5.076219512195122,0.5487804878048781,0.4115853658536585,2.6341463414634143,0.27439024390243905,0.6173780487804879,0.1118140243902439,1.8521341463414636,1.2347560975609757,0.6173780487804879,0.042530487804878045
2505,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21.0,2002.0,DF,15,6,594,6.6,0,0,15,8,7,7,1,69.2,8,5,20,13,0,4.0,9.0,30.8,308,364,84.6,4390,1434,17,17,5,18,7,420,20,132,205,186,6,335,0,0.4,0.9,-0.4,27.0,5.0,1.0,19.4,4.0,9.0,2.13,14.0,6.0,8.0,1.21,379.54545454545456,0.0,0.0,2.2727272727272725,1.2121212121212122,1.0606060606060606,1.0606060606060606,0.15151515151515152,10.484848484848486,1.2121212121212122,0.7575757575757576,3.0303030303030303,1.9696969696969697,0.0,0.6060606060606061,1.3636363636363638,4.666666666666667,46.666666666666664,55.15151515151515,12.818181818181818,665.1515151515152,217.27272727272725,2.5757575757575757,2.5757575757575757,0.7575757575757576,2.7272727272727275,1.0606060606060606,63.63636363636363,3.0303030303030303,20.0,31.06060606060606,28.181818181818183,0.9090909090909092,50.757575757575765,0.0,0.06060606060606061,0.13636363636363635,-0.06060606060606061,4.090909090909091,0.7575757575757576,0.15151515151515152,2.9393939393939394,0.6060606060606061,1.3636363636363638,0.3227272727272727,2.121212121212121,0.9090909090909092,1.2121212121212122,0.18333333333333332
558,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,20.0,2003.0,DF,23,20,1797,20.0,2,0,48,30,26,17,5,76.5,28,26,74,66,0,43.0,20.0,68.3,965,1163,83.0,16310,5939,73,73,7,82,6,1392,108,570,669,766,23,1985,1,1.2,0.5,-0.2,96.0,25.0,14.0,52.5,15.0,3.0,1.52,29.0,26.0,3.0,0.15,27.9465776293823,0.1001669449081803,0.0,2.4040066777963274,1.5025041736227045,1.3021702838063438,0.8514190317195325,0.25041736227045075,3.8313856427378967,1.4023372287145242,1.3021702838063438,3.706176961602671,3.30550918196995,0.0,2.1535893155258763,1.001669449081803,3.4207011686143574,48.330550918197,58.24707846410684,4.156928213689483,816.8614357262104,297.4457429048414,3.656093489148581,3.656093489148581,0.35058430717863104,4.106844741235393,0.3005008347245409,69.7161936560935,5.409015025041737,28.547579298831387,33.50584307178631,38.363939899833056,1.1519198664440735,99.41569282136895,0.05008347245409015,0.06010016694490818,0.025041736227045076,-0.010016694490818032,4.808013355592655,1.2520868113522536,0.7011686143572621,2.629382303839733,0.7512520868113522,0.15025041736227046,0.07612687813021703,1.4524207011686143,1.3021702838063438,0.15025041736227046,0.007512520868113523
781,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31.0,1991.0,DF,33,33,2869,31.9,7,1,27,14,17,9,1,36.1,49,31,58,90,1,57.0,32.0,64.0,2977,3233,92.1,50791,19478,152,152,13,204,8,3481,554,1811,1542,2417,33,5605,1,0.9,2.2,0.1,180.0,23.0,12.0,83.9,29.0,0.0,1.3,49.0,52.0,-3.0,-0.09,24.499825723248517,0.21958870686650403,0.03136981526664343,0.8469850121993726,0.43917741373300806,0.5332868595329383,0.28232833739979085,0.03136981526664343,1.1324503311258278,1.537120948065528,0.9724642732659464,1.819449285465319,2.823283373997909,0.03136981526664343,1.7880794701986755,1.0038340885325898,2.0076681770651796,93.38794004879749,101.41861275705821,2.8891599860578596,1593.3042872080864,611.0212617636807,4.768211920529802,4.768211920529802,0.4078075984663646,6.39944231439526,0.25095852213314745,109.19832694318578,17.37887765772046,56.81073544789125,48.37225514116417,75.82084349947716,1.035203903799233,175.82781456953643,0.03136981526664343,0.028232833739979087,0.06901359358661555,0.003136981526664343,5.646566747995818,0.7215057511327989,0.37643778319972115,2.631927500871384,0.9097246427326595,0.0,0.04078075984663646,1.537120948065528,1.6312303938654584,-0.09410944579993029,-0.002823283373997909
1092,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,18.0,2004.0,DF,18,8,781,8.7,2,0,28,18,17,10,1,60.7,17,12,40,22,1,10.0,11.0,47.6,452,552,81.9,7570,3083,46,46,3,41,3,668,35,255,285,343,19,1035,0,0.3,0.7,-0.3,56.0,5.0,5.0,22.8,3.0,10.0,1.44,23.0,12.0,11.0,1.27,125.83866837387963,0.23047375160051214,0.0,3.2266325224071704,2.0742637644046096,1.9590268886043534,1.1523687580025608,0.11523687580025607,6.9948783610755445,1.9590268886043534,1.382842509603073,4.609475032010243,2.535211267605634,0.11523687580025607,1.1523687580025608,1.267605633802817,5.48527528809219,52.08706786171575,63.61075544174136,9.437900128040974,872.3431498079385,355.2752880921895,5.30089628681178,5.30089628681178,0.34571062740076824,4.724711907810499,0.34571062740076824,76.97823303457106,4.033290653008963,29.3854033290653,32.84250960307298,39.526248399487834,2.189500640204866,119.27016645326503,0.0,0.034571062740076826,0.08066581306017925,-0.034571062740076826,6.453265044814341,0.5761843790012804,0.5761843790012804,2.6274007682458387,0.34571062740076824,1.1523687580025608,0.16594110115236876,2.65044814340589,1.382842509603073,1.267605633802817,0.14635083226632523
