Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
768,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,21,2002,4.8,370,352,18,8,1,0,0,1,0,0,0,0,326,0,3,Matches
769,Radu Drăgușin,ro ROU,DF,Genoa,it Serie A,21,2002,19.0,721,623,98,20,0,3,1,34,0,0,0,0,592,0,3,Matches
770,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,21,2002,6.5,160,150,9,0,2,1,3,2,0,0,0,0,115,1,2,Matches
771,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,18,2005,6.4,349,341,7,6,0,0,0,1,0,0,0,0,315,1,1,Matches
772,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28,1995,10.1,380,365,13,11,1,3,1,1,0,0,0,0,294,2,4,Matches
773,Rubén Duarte,es ESP,DF,Alavés,es La Liga,27,1995,20.9,827,658,160,55,0,8,70,104,1,0,0,0,566,9,10,Matches
774,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34,1989,22.1,651,443,206,37,0,1,0,0,0,0,0,0,519,2,0,Matches
775,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29,1994,30.0,950,751,192,55,11,10,159,5,97,35,49,0,566,7,16,Matches
776,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28,1994,27.3,1209,1049,156,94,5,20,94,5,54,11,32,0,906,4,19,Matches
777,Denzel Dumfries,nl NED,DF,Inter,it Serie A,27,1996,18.2,801,656,142,4,0,2,47,138,0,0,0,0,614,3,16,Matches
778,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,31,1991,0.2,23,22,1,0,0,0,0,1,0,0,0,0,21,0,0,Matches
779,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30,1993,21.0,1030,961,63,22,5,18,65,5,35,11,17,0,800,6,22,Matches
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31,1991,31.9,3233,3005,219,115,2,16,7,5,0,0,0,0,2977,9,5,Matches
781,Jáder Durán,co COL,"FW,MF",Aston Villa,eng Premier League,19,2003,5.3,121,117,4,1,0,0,6,1,0,0,0,0,83,0,10,Matches
782,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,17,2006,0.1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
783,Hugo Duro,es ESP,FW,Valencia,es La Liga,23,1999,33.1,570,522,45,1,0,0,7,4,0,0,0,0,406,3,16,Matches
784,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,26,1997,15.0,743,653,86,15,0,2,13,71,0,0,0,0,597,4,11,Matches
785,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,29,1993,21.8,1000,877,117,27,7,11,88,10,54,22,27,0,790,6,20,Matches
786,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,25,1998,17.7,571,545,24,5,4,13,28,10,9,2,5,0,428,2,17,Matches
787,George Earthy,eng ENG,FW,West Ham,eng Premier League,18,2004,0.4,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,Matches
788,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,18,2004,0.2,21,21,0,0,0,0,0,0,0,0,0,0,17,0,0,Matches
789,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,20,2002,18.9,419,358,60,2,1,5,45,58,0,0,0,0,278,1,21,Matches
790,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24,1999,0.1,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
791,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27,1995,12.2,570,442,127,9,0,3,23,118,0,0,0,0,426,1,19,Matches
792,Ederson,br BRA,GK,Manchester City,eng Premier League,29,1993,30.9,1234,1077,157,43,0,9,0,0,0,0,0,0,1077,0,1,Matches
793,Éderson,br BRA,MF,Atalanta,it Serie A,24,1999,31.9,1662,1611,44,42,6,17,17,2,0,0,0,0,1390,7,27,Matches
794,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,eng Premier League,25,1998,17.3,350,338,9,0,4,0,10,0,1,0,0,0,249,3,20,Matches
795,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,30,1992,5.4,185,181,2,2,0,0,0,0,0,0,0,0,128,2,1,Matches
796,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26,1996,32.4,1330,1296,28,21,4,2,9,5,0,0,0,0,1080,6,48,Matches
797,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,20,2002,1.2,41,40,1,0,0,0,0,0,0,0,0,0,32,0,1,Matches
798,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,28,1995,10.6,257,223,33,0,0,0,17,33,0,0,0,0,175,1,15,Matches
799,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,24,1998,4.9,217,213,4,4,0,2,0,0,0,0,0,0,191,0,1,Matches
800,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,21,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches
801,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,21,2002,8.0,193,180,12,0,1,2,9,0,0,0,0,0,131,1,11,Matches
802,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,21,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
803,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,29,1994,12.6,211,205,6,0,1,1,4,0,0,0,0,0,138,0,10,Matches
804,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,21,2002,27.0,712,695,13,0,4,2,58,6,0,0,0,0,498,4,37,Matches
805,Simon Elisor,fr FRA,FW,Metz,fr Ligue 1,24,1999,8.5,157,139,18,0,0,0,4,0,0,0,0,0,111,0,5,Matches
806,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,20,2003,15.0,986,932,44,4,3,8,62,10,19,9,7,0,825,10,17,Matches
807,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,23,1999,3.8,191,183,7,1,0,0,6,3,3,0,1,0,167,1,4,Matches
808,Elif Elmas,mk MKD,"MF,FW",RB Leipzig,de Bundesliga,23,1999,3.0,120,115,3,1,0,1,0,2,0,0,0,0,100,2,1,Matches
809,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,31,1992,0.3,40,39,1,1,0,0,0,0,0,0,0,0,39,0,0,Matches
810,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29,1994,9.0,468,417,51,14,0,1,1,37,0,0,0,0,402,0,3,Matches
811,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,26,1996,27.6,1690,1605,83,32,2,1,3,26,0,0,0,0,1500,2,11,Matches
812,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,31,1992,27.5,928,770,150,35,0,16,171,16,94,36,31,0,609,8,43,Matches
813,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26,1997,2.0,46,46,0,0,0,0,1,0,0,0,0,0,37,0,2,Matches
814,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,20,2003,23.1,295,278,17,1,0,0,1,1,0,0,0,0,216,0,10,Matches
815,Emerson,br BRA,DF,Tottenham,eng Premier League,24,1999,12.9,1038,915,122,45,1,2,14,75,0,0,0,0,937,1,23,Matches
816,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,26,1997,28.6,318,271,47,0,2,2,4,3,0,0,0,0,205,0,13,Matches
817,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,19,2004,5.3,178,168,8,2,2,0,8,1,2,0,0,0,132,2,5,Matches
818,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,30,1993,19.1,1315,1295,16,13,5,1,4,2,0,0,0,0,1157,4,19,Matches
819,Arne Engels,be BEL,"MF,DF",Augsburg,de Bundesliga,19,2003,15.6,587,498,85,19,3,9,80,30,36,20,13,0,394,4,23,Matches
820,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31,1992,12.7,805,745,55,25,5,9,43,3,26,12,8,2,648,5,13,Matches
821,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25,1998,29.1,1214,1144,68,53,0,13,5,7,0,0,0,0,972,2,7,Matches
822,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30,1993,18.9,711,689,15,7,2,2,5,1,0,0,0,0,537,7,12,Matches
823,Aarón Escandell,es ESP,GK,Las Palmas,es La Liga,27,1995,1.7,86,65,20,8,0,0,0,0,0,0,0,0,64,1,0,Matches
824,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,31,1992,27.9,1423,1132,288,28,2,5,50,260,0,0,0,0,1061,3,41,Matches
825,Bernardo Espinosa,co COL,DF,Girona,es La Liga,34,1989,0.0,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
826,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,21,2002,14.5,821,754,66,13,1,3,5,5,0,0,0,0,690,1,10,Matches
827,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21,2002,11.1,369,340,29,11,1,2,2,14,0,0,0,0,289,0,5,Matches
828,Oscar Estupiñan,co COL,FW,Metz,fr Ligue 1,26,1996,2.9,61,54,5,0,0,0,1,0,0,0,0,0,41,2,1,Matches
829,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25,1998,13.8,962,851,107,22,1,3,65,73,12,6,2,0,809,4,20,Matches
830,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,35,1988,15.5,832,778,51,18,1,0,0,3,0,0,0,0,729,3,7,Matches
831,Etta Eyong,cm CMR,FW,Cádiz,es La Liga,19,2003,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
832,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25,1998,22.8,909,759,144,54,7,6,107,5,71,30,23,3,700,6,20,Matches
833,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,21,2001,0.8,37,32,5,0,0,0,7,4,1,1,0,0,23,0,1,Matches
834,Abde Ezzalzouli,ma MAR,FW,Betis,es La Liga,21,2001,9.6,353,340,11,3,3,2,33,5,3,1,1,0,232,2,20,Matches
835,Giovanni Fabbian,it ITA,"MF,FW",Bologna,it Serie A,20,2003,11.7,287,282,5,3,1,1,4,2,0,0,0,0,225,0,7,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38,1985,8.0,239,161,77,21,0,3,0,0,0,0,0,0,160,1,1,Matches
837,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22,2001,4.9,223,202,21,6,1,4,19,3,10,1,7,0,193,0,2,Matches
838,Romain Faivre,fr FRA,"MF,FW",Bournemouth,eng Premier League,25,1998,0.5,26,25,1,1,0,0,3,0,0,0,0,0,19,0,0,Matches
839,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,25,1998,16.1,601,546,54,19,2,2,38,4,25,11,3,0,495,1,9,Matches
840,Ilhan Fakili,fr FRA,"MF,FW",Clermont Foot,fr Ligue 1,17,2006,1.0,23,22,1,0,0,0,1,0,1,1,0,0,18,0,0,Matches
841,Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,es La Liga,37,1986,4.5,110,103,7,1,1,0,1,2,0,0,0,0,92,0,1,Matches
842,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28,1995,38.0,1145,836,305,57,0,2,0,0,0,0,0,0,778,4,0,Matches
843,Fali,es ESP,DF,Cádiz,es La Liga,29,1993,28.3,1050,989,54,49,5,21,10,0,0,0,0,0,799,7,7,Matches
844,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31,1991,6.7,304,235,65,4,1,4,19,59,2,0,1,0,228,4,6,Matches
845,Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,31,1991,4.4,248,200,47,5,1,0,17,41,1,0,1,0,190,1,7,Matches
846,Ansu Fati,es ESP,"MF,FW",Brighton,eng Premier League,20,2002,5.8,210,203,4,2,1,1,3,0,0,0,0,0,178,3,10,Matches
847,Ansu Fati,es ESP,"MF,FW",Barcelona,es La Liga,20,2002,0.6,28,25,3,1,0,0,0,1,1,0,0,0,24,0,0,Matches
848,Khalil Fayad,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19,2004,11.4,345,333,10,4,1,4,13,4,0,0,0,0,276,2,6,Matches
849,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36,1987,15.1,587,540,44,34,0,2,0,8,0,0,0,0,440,3,5,Matches
850,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20,2003,13.7,499,445,52,23,4,1,54,4,24,7,13,0,343,2,19,Matches
851,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,30,1993,11.7,611,534,73,29,3,5,56,3,34,13,17,0,482,4,16,Matches
852,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,34,1989,4.2,215,206,8,7,0,1,0,1,0,0,0,0,183,1,1,Matches
853,Luiz Felipe,it ITA,DF,Betis,es La Liga,26,1997,4.0,169,163,4,4,0,0,0,0,0,0,0,0,151,2,0,Matches
854,João Félix,pt POR,FW,Barcelona,es La Liga,23,1999,17.1,663,631,25,5,8,7,17,12,8,4,0,0,538,7,13,Matches
855,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25,1997,32.5,1658,1562,91,45,0,11,3,4,0,0,0,0,1349,5,6,Matches
856,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32,1991,17.6,1121,939,179,26,0,4,28,153,0,0,0,0,939,3,19,Matches
857,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18,2004,15.2,303,269,32,0,1,0,1,0,0,0,0,0,244,2,13,Matches
858,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23,1999,30.1,1778,1740,34,16,7,9,11,17,1,0,0,0,1571,4,37,Matches
859,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,28,1994,34.6,2179,1872,284,64,30,22,223,22,151,46,55,8,1590,23,62,Matches
860,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27,1996,14.3,801,705,90,44,2,10,53,18,28,15,9,1,615,6,9,Matches
861,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,6.1,198,147,49,27,0,0,0,0,0,0,0,0,127,2,0,Matches
862,Álex Fernández,es ESP,MF,Cádiz,es La Liga,30,1992,14.3,649,578,67,29,0,6,35,6,20,6,10,0,539,4,11,Matches
863,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27,1996,4.5,83,78,5,1,1,0,1,0,0,0,0,0,44,0,4,Matches
864,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22,2001,24.5,1862,1756,89,52,21,28,45,5,22,4,7,0,1574,17,30,Matches
865,Raúl Fernández,es ESP,GK,Granada,es La Liga,35,1988,3.1,107,73,32,15,0,0,0,0,0,0,0,0,69,2,0,Matches
866,Valery Fernández,es ESP,"MF,FW",Girona,es La Liga,23,1999,5.6,221,211,10,0,1,0,13,10,0,0,0,0,188,0,4,Matches
867,Fernando,es ESP,GK,Almería,es La Liga,33,1990,4.0,160,123,36,10,0,0,0,0,0,0,0,0,110,1,0,Matches
868,Fernando,br BRA,MF,Sevilla,es La Liga,36,1987,5.1,242,233,8,8,1,3,4,0,0,0,0,0,209,1,2,Matches
869,Ichem Ferrah,fr FRA,FW,Lille,fr Ligue 1,17,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
870,Andrea Ferraris,it ITA,MF,Monza,it Serie A,20,2003,0.1,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
871,André Ferreira,pt POR,GK,Granada,es La Liga,27,1996,14.9,498,331,167,57,0,0,0,0,0,0,0,0,359,0,1,Matches
872,João Ferreira,pt POR,DF,Udinese,it Serie A,22,2001,20.2,858,703,153,24,2,10,21,129,0,0,0,0,649,2,22,Matches
873,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31,1992,22.6,1331,1299,32,19,5,8,38,11,2,0,0,0,1101,0,20,Matches
874,Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,de Bundesliga,18,2004,0.8,26,25,0,0,0,0,0,0,0,0,0,0,13,1,1,Matches
875,Rachad Fettal,ma MAR,FW,Almería,es La Liga,18,2005,0.2,6,5,0,0,0,0,0,0,0,0,0,0,4,1,0,Matches
876,Seydou Fini,it ITA,"DF,FW",Genoa,it Serie A,17,2006,0.4,14,12,2,0,0,0,1,2,0,0,0,0,9,0,0,Matches
877,Max Finkgräfe,de GER,"DF,FW",Köln,de Bundesliga,19,2004,19.5,859,662,196,17,1,8,61,172,7,3,3,0,598,1,35,Matches
878,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,33,1990,4.0,128,59,67,13,0,0,0,0,0,0,0,0,53,2,0,Matches
879,Kilian Fischer,de GER,"DF,MF",Wolfsburg,de Bundesliga,22,2000,3.2,148,115,33,1,0,0,11,32,0,0,0,0,104,0,6,Matches
880,John Fleck,sct SCO,"MF,DF",Sheffield Utd,eng Premier League,31,1991,1.0,40,36,4,2,1,0,0,0,0,0,0,0,29,0,0,Matches
881,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30,1993,36.5,1580,1122,455,166,0,5,0,0,0,0,0,0,1131,3,0,Matches
882,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32,1991,19.2,1277,1055,218,51,1,20,122,104,63,28,30,0,1055,4,16,Matches
883,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23,2000,31.7,1767,1684,79,19,15,6,89,4,50,26,14,0,1511,4,49,Matches
884,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32,1991,29.4,1055,659,386,124,0,4,0,0,0,0,0,0,596,10,1,Matches
885,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,18,2005,6.2,180,175,5,0,0,0,20,5,0,0,0,0,143,0,8,Matches
886,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24,1999,30.0,1789,1693,83,77,13,4,14,6,0,0,0,0,1453,13,30,Matches
887,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,27,1996,31.0,1462,1151,307,17,0,17,73,289,1,1,0,0,1046,4,38,Matches
888,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28,1994,20.4,1069,865,192,8,0,0,37,184,0,0,0,0,862,12,27,Matches
889,Michael Folorunsho,it ITA,"MF,FW",Hellas Verona,it Serie A,25,1998,30.9,796,768,25,14,1,12,64,11,0,0,0,0,486,3,32,Matches
890,Tiago Fonseca Morais,pt POR,FW,Lille,fr Ligue 1,19,2003,0.5,15,13,2,0,0,0,1,0,2,1,0,0,11,0,0,Matches
891,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,27,1996,4.7,210,204,6,2,0,2,8,2,0,0,0,0,162,0,6,Matches
892,Pablo Fornals,es ESP,"FW,MF",Betis,es La Liga,27,1996,12.8,672,625,43,5,3,5,51,12,26,12,11,0,500,4,28,Matches
893,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,31,1991,5.2,199,190,7,1,0,3,8,0,5,3,2,0,163,2,6,Matches
894,Omari Forson,eng ENG,FW,Manchester Utd,eng Premier League,19,2004,0.8,33,32,1,0,0,0,0,0,0,0,0,0,30,0,1,Matches
895,Philipp Förster,de GER,"MF,FW",Bochum,de Bundesliga,28,1995,4.3,208,183,24,12,0,0,28,0,11,5,5,0,156,1,4,Matches
896,Héctor Fort,es ESP,DF,Barcelona,es La Liga,16,2006,3.5,230,203,27,6,0,2,6,21,0,0,0,0,200,0,2,Matches
897,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,22,2000,21.1,461,430,29,2,3,5,3,4,0,0,0,0,312,2,16,Matches
898,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,es La Liga,30,1993,20.5,1042,791,245,22,1,4,42,223,0,0,0,0,766,6,43,Matches
899,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25,1998,11.8,690,579,109,15,1,5,18,94,0,0,0,0,565,2,16,Matches
900,Matheus França,br BRA,"MF,FW",Crystal Palace,eng Premier League,19,2004,2.6,79,69,10,1,0,1,14,0,9,5,2,0,51,0,5,Matches
901,Bartol Franjić,hr CRO,MF,Darmstadt 98,de Bundesliga,23,2000,13.7,556,534,21,13,0,1,4,8,0,0,0,0,462,1,9,Matches
902,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,28,1995,24.4,1320,1108,206,8,3,5,118,188,10,3,4,0,1008,6,38,Matches
903,Nathan Fraser,ie IRL,FW,Wolves,eng Premier League,18,2005,2.1,42,39,3,0,0,0,0,0,0,0,0,0,33,0,3,Matches
904,Davide Frattesi,it ITA,MF,Inter,it Serie A,23,1999,10.6,301,293,7,6,2,2,11,1,0,0,0,0,235,1,7,Matches
905,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,22,2001,34.9,1224,1181,41,10,1,4,12,22,0,0,0,0,979,2,38,Matches
906,Remo Freuler,ch SUI,MF,Bologna,it Serie A,31,1992,29.2,1890,1789,97,87,1,4,9,10,0,0,0,0,1710,4,22,Matches
907,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25,1998,24.4,1081,1033,43,37,0,3,4,5,0,0,0,0,930,5,5,Matches
908,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,27,1995,17.4,905,859,43,22,0,4,2,20,0,0,0,0,755,3,9,Matches
909,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,22,2000,25.0,1026,919,103,3,4,4,93,100,0,0,0,0,797,4,38,Matches
910,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,26,1997,17.2,483,463,17,2,0,1,53,8,7,3,4,0,344,3,24,Matches
911,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,25,1998,28.5,1370,1235,131,29,7,10,100,41,61,31,7,0,1112,4,34,Matches
912,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,19,2004,0.4,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
913,Angelo Fulgini,fr FRA,MF,Lens,fr Ligue 1,26,1996,15.3,789,661,113,29,10,5,114,8,74,34,35,0,569,15,15,Matches
914,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,30,1993,2.0,66,65,1,0,0,0,0,0,0,0,0,0,48,0,2,Matches
915,Niclas Füllkrug,de GER,FW,Dortmund,de Bundesliga,30,1993,24.6,572,557,14,1,4,5,5,0,0,0,0,0,378,1,23,Matches
916,Gerardo Fusco,it ITA,FW,Salernitana,it Serie A,18,2005,0.2,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
917,Daniel Fuzato,br BRA,GK,Getafe,es La Liga,26,1997,0.1,10,6,4,0,0,0,0,0,0,0,0,0,5,0,0,Matches
918,Matteo Gabbia,it ITA,DF,Milan,it Serie A,23,1999,14.2,902,862,39,19,0,2,0,4,0,0,0,0,815,1,7,Matches
919,Matteo Gabbia,it ITA,DF,Villarreal,es La Liga,23,1999,5.3,299,283,15,9,0,5,0,0,0,0,0,0,267,1,0,Matches
920,Gianluca Gaetano,it ITA,"FW,MF",Cagliari,it Serie A,23,2000,8.3,236,216,18,8,2,1,15,0,4,1,2,0,171,2,5,Matches
921,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,23,2000,1.8,79,78,1,1,0,1,3,0,0,0,0,0,70,0,1,Matches
922,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,29,1994,26.2,1487,1427,57,45,2,13,8,8,3,0,0,0,1339,3,11,Matches
923,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,24,1999,18.3,564,547,15,5,1,2,21,6,0,0,0,0,436,2,15,Matches
924,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,28,1994,1.0,60,49,11,0,0,0,6,9,2,0,1,0,45,0,3,Matches
925,Javi Galán,es ESP,DF,Real Sociedad,es La Liga,28,1994,11.9,657,534,122,11,1,8,46,111,0,0,0,0,526,1,16,Matches
926,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,29,1993,23.2,1232,1157,69,29,8,20,57,2,36,1,30,0,993,6,18,Matches
927,Pablo Galdames Millán,cl CHI,"MF,DF",Genoa,it Serie A,26,1996,0.1,23,23,0,0,0,0,0,0,0,0,0,0,21,0,0,Matches
928,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,23,2000,34.8,2018,1889,122,50,5,7,64,17,45,15,12,2,1801,7,29,Matches
929,Antonino Gallo,it ITA,DF,Lecce,it Serie A,23,2000,27.7,1408,1087,313,49,0,9,138,249,15,1,7,0,995,8,37,Matches
930,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,33,1989,13.2,475,383,91,3,0,3,23,88,0,0,0,0,350,1,6,Matches
931,Kévin Gameiro,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,36,1987,15.0,461,448,12,1,4,1,10,0,0,0,0,0,373,1,14,Matches
932,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,33,1989,20.9,898,882,13,3,2,6,11,4,0,0,0,0,758,3,14,Matches
933,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,24,1999,2.0,53,52,0,0,1,0,6,0,0,0,0,0,31,1,3,Matches
934,Ben Gannon-Doak,sct SCO,FW,Liverpool,eng Premier League,17,2005,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
935,Aleix García,es ESP,MF,Girona,es La Liga,26,1997,35.5,2935,2673,254,119,5,87,192,11,122,50,52,1,2567,8,24,Matches
936,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,30,1992,27.5,825,789,35,7,1,3,121,16,10,5,3,0,518,1,35,Matches
937,Dani García,es ESP,MF,Athletic Club,es La Liga,33,1990,8.3,331,321,10,9,0,2,0,1,0,0,0,0,279,0,2,Matches
938,David García,es ESP,DF,Osasuna,es La Liga,29,1994,25.9,1339,1258,77,50,3,11,2,8,0,0,0,0,1109,4,6,Matches
939,Eric García,es ESP,DF,Barcelona,es La Liga,22,2001,0.6,48,42,6,2,0,2,0,4,0,0,0,0,46,0,0,Matches
940,Eric García,es ESP,DF,Girona,es La Liga,22,2001,29.3,2306,2123,175,71,7,18,10,95,0,0,0,0,2064,8,20,Matches
941,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,23,1999,15.5,997,866,129,7,2,3,60,122,0,0,0,0,841,2,20,Matches
942,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,19,2004,0.2,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
943,Jastin García,es ESP,FW,Girona,es La Liga,19,2004,0.4,11,11,0,0,0,0,1,0,0,0,0,0,7,0,1,Matches
944,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,37,1986,4.7,138,136,0,0,1,2,7,0,0,0,0,0,79,2,3,Matches
945,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,30,1993,17.2,774,692,82,24,2,4,101,7,47,25,16,1,519,0,32,Matches
946,Santiago García,es ESP,FW,Getafe,es La Liga,21,2001,0.3,7,6,1,1,0,0,0,0,0,0,0,0,6,0,0,Matches
947,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,27,1996,10.1,570,461,109,11,0,1,49,91,7,0,7,0,449,0,13,Matches
