Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1612,Alberto Marí,es ESP,FW,Valencia,es La Liga,22,2001,3.1,1,6,2,33.3,1.96,0.65,0.00,0.00,11.4,0,1,1,1.8,1.2,0.20,-0.8,-1.2,Matches
1613,José Mari,es ESP,"MF,FW",Cádiz,es La Liga,35,1987,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1614,Pablo Marí,es ESP,DF,Monza,it Serie A,29,1993,29.1,0,8,1,12.5,0.28,0.03,0.00,0.00,13.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1615,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28,1995,14.7,0,7,1,14.3,0.48,0.07,0.00,0.00,12.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1616,Mariano,do DOM,"FW,MF",Sevilla,es La Liga,29,1993,2.7,0,14,2,14.3,5.16,0.74,0.00,0.00,14.7,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
1617,Mirko Marić,hr CRO,FW,Monza,it Serie A,28,1995,3.2,1,7,2,28.6,2.20,0.63,0.14,0.50,10.4,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
1618,Rafa Marín,es ESP,DF,Alavés,es La Liga,21,2002,27.1,0,13,3,23.1,0.48,0.11,0.00,0.00,14.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1619,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27,1996,20.2,0,35,9,25.7,1.73,0.45,0.00,0.00,29.7,10,0,0,1.1,1.1,0.03,-1.1,-1.1,Matches
1620,Diego Mariño,es ESP,GK,Almería,es La Liga,33,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1621,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29,1994,19.6,1,11,5,45.5,0.56,0.25,0.09,0.20,16.6,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
1622,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,22,2001,35.3,0,3,0,0.0,0.08,0.00,0.00,,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1623,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,24,1999,25.6,12,77,31,40.3,3.01,1.21,0.13,0.32,17.6,5,2,2,11.6,10.1,0.13,+0.4,-0.1,Matches
1624,Marquinhos,br BRA,"FW,MF",Nantes,fr Ligue 1,20,2003,1.7,0,5,1,20.0,2.92,0.58,0.00,0.00,20.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1625,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29,1994,17.1,0,4,0,0.0,0.23,0.00,0.00,,6.5,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
1626,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,21,2001,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1627,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23,2000,8.1,1,15,4,26.7,1.85,0.49,0.07,0.25,24.3,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
1628,Eric Martel,de GER,MF,Köln,de Bundesliga,21,2002,27.3,1,27,9,33.3,0.99,0.33,0.04,0.11,18.9,0,0,0,2.2,2.2,0.09,-1.2,-1.2,Matches
1629,Roger Martí,es ESP,FW,Cádiz,es La Liga,32,1991,15.1,2,33,12,36.4,2.19,0.79,0.06,0.17,17.8,0,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches
1630,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27,1995,5.0,1,6,4,66.7,1.21,0.80,0.17,0.25,12.9,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches
1631,Aarón Martín,es ESP,DF,Genoa,it Serie A,26,1997,15.3,0,5,0,0.0,0.33,0.00,0.00,,24.8,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1632,Iván Martín,es ESP,MF,Girona,es La Liga,24,1999,30.3,5,19,11,57.9,0.63,0.36,0.26,0.45,16.4,0,0,0,2.9,2.9,0.15,+2.1,+2.1,Matches
1633,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,17,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1634,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,33,1990,13.4,0,10,3,30.0,0.75,0.22,0.00,0.00,17.7,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
1635,Mario Martín,es ESP,MF,Real Madrid,es La Liga,19,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1636,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22,2001,22.4,6,58,20,34.5,2.59,0.89,0.10,0.30,15.6,0,0,0,6.8,6.8,0.12,-0.8,-0.8,Matches
1637,Tommaso Martinelli,it ITA,GK,Fiorentina,it Serie A,17,2006,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1638,Arnau Martinez,es ESP,DF,Girona,es La Liga,20,2003,13.8,0,1,0,0.0,0.07,0.00,0.00,,7.9,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
1639,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30,1992,33.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1640,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32,1991,14.4,0,8,1,12.5,0.56,0.07,0.00,0.00,11.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1641,Josep Martinez,es ESP,GK,Genoa,it Serie A,25,1998,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1642,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25,1997,29.5,24,105,44,41.9,3.56,1.49,0.21,0.50,14.2,0,2,3,17.6,15.3,0.15,+6.4,+6.7,Matches
1643,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25,1998,7.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1644,Marc Martínez,es ESP,GK,Granada,es La Liga,33,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1645,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27,1996,25.5,5,24,7,29.2,0.94,0.27,0.21,0.71,10.2,0,0,0,2.7,2.7,0.11,+2.3,+2.3,Matches
1646,Adam Marušić,me MNE,DF,Lazio,it Serie A,30,1992,34.4,1,8,3,37.5,0.23,0.09,0.13,0.33,19.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
1647,Marvin,es ESP,"FW,DF",Las Palmas,es La Liga,23,2000,20.6,0,14,3,21.4,0.68,0.15,0.00,0.00,17.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1648,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,30,1993,17.5,0,6,0,0.0,0.34,0.00,0.00,,21.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1649,Adam Masina,ma MAR,DF,Udinese,it Serie A,29,1994,0.7,0,1,1,100.0,1.41,1.41,0.00,0.00,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1650,Adam Masina,ma MAR,DF,Torino,it Serie A,29,1994,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,13.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1651,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,24,1998,24.7,0,17,3,17.6,0.69,0.12,0.00,0.00,21.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1652,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,eng Premier League,22,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1653,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,22,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1654,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,30,1992,24.7,0,14,0,0.0,0.57,0.00,0.00,,24.3,3,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
1655,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,34,1988,19.9,5,32,12,37.5,1.61,0.60,0.16,0.42,13.8,0,0,0,5.6,5.6,0.18,-0.6,-0.6,Matches
1656,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20,2002,23.0,3,36,13,36.1,1.57,0.57,0.08,0.23,17.6,0,0,0,3.4,3.4,0.10,-0.4,-0.4,Matches
1657,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21,2002,1.1,0,1,1,100.0,0.88,0.88,0.00,0.00,22.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1658,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26,1997,25.4,16,44,25,56.8,1.74,0.99,0.32,0.56,12.7,0,2,2,10.9,9.4,0.21,+5.1,+4.6,Matches
1659,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,34,1988,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,30.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1660,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,34,1988,13.9,0,6,2,33.3,0.43,0.14,0.00,0.00,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1661,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31,1991,8.7,0,5,0,0.0,0.58,0.00,0.00,,10.6,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1662,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1663,Chrislain Matsima,fr FRA,DF,Clermont Foot,fr Ligue 1,21,2002,13.1,1,5,2,40.0,0.38,0.15,0.20,0.50,24.0,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1664,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21,2002,3.3,0,2,0,0.0,0.60,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1665,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,18,2005,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1666,Remi Matthews,eng ENG,GK,Crystal Palace,eng Premier League,29,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1667,Alan Matturro,uy URU,DF,Genoa,it Serie A,18,2004,1.2,0,1,0,0.0,0.85,0.00,0.00,,7.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1668,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25,1998,15.4,1,12,2,16.7,0.78,0.13,0.08,0.50,21.1,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
1669,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,25,1998,8.8,0,6,1,16.7,0.68,0.11,0.00,0.00,18.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1670,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,26,1996,14.7,6,37,14,37.8,2.52,0.95,0.16,0.43,15.3,1,0,0,5.7,5.7,0.16,+0.3,+0.3,Matches
1671,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26,1996,1.2,0,5,4,80.0,4.05,3.24,0.00,0.00,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4,Matches
1672,Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,fr Ligue 1,18,2004,0.6,0,3,1,33.3,4.82,1.61,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1673,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,25,1997,16.7,1,12,2,16.7,0.72,0.12,0.08,0.50,9.3,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
1674,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,18,2005,12.4,2,5,2,40.0,0.40,0.16,0.40,1.00,13.1,0,0,0,1.0,1.0,0.19,+1.0,+1.0,Matches
1675,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29,1993,15.0,1,8,2,25.0,0.53,0.13,0.13,0.50,24.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1676,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,de Bundesliga,34,1989,8.0,2,26,11,42.3,3.26,1.38,0.08,0.18,12.5,0,0,0,4.5,4.5,0.17,-2.5,-2.5,Matches
1677,Luís Maximiano,pt POR,GK,Almería,es La Liga,24,1999,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1678,Noam Mayoka-Tika,be BEL,MF,Marseille,fr Ligue 1,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1679,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26,1997,23.9,15,43,23,53.5,1.80,0.96,0.26,0.48,15.8,0,4,4,11.9,8.7,0.20,+3.1,+2.3,Matches
1680,Senny Mayulu,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,17,2006,3.6,0,3,0,0.0,0.83,0.00,0.00,,23.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1681,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,25,1998,1.4,1,3,1,33.3,2.18,0.73,0.33,1.00,19.4,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
1682,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25,1997,13.3,0,12,3,25.0,0.90,0.23,0.00,0.00,19.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1683,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,27,1995,24.6,5,49,18,36.7,2.00,0.73,0.10,0.28,23.0,3,0,0,2.3,2.3,0.05,+2.7,+2.7,Matches
1684,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28,1995,14.1,0,8,1,12.5,0.57,0.07,0.00,0.00,28.6,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1685,Pasquale Mazzocchi,it ITA,DF,Napoli,it Serie A,28,1995,4.8,0,5,1,20.0,1.05,0.21,0.00,0.00,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1686,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28,1995,22.7,0,4,1,25.0,0.18,0.04,0.00,0.00,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1687,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,18,2005,0.2,0,1,0,0.0,5.63,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1688,Ethan Mbappé,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,16,2006,0.5,0,2,1,50.0,3.75,1.87,0.00,0.00,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1689,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24,1998,24.0,27,112,50,44.6,4.67,2.09,0.19,0.42,18.3,2,6,8,21.0,14.5,0.13,+6.0,+6.5,Matches
1690,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,19,2004,1.7,0,4,0,0.0,2.35,0.00,0.00,,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
1691,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25,1998,3.2,0,2,1,50.0,0.62,0.31,0.00,0.00,7.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1692,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28,1994,24.5,2,19,2,10.5,0.77,0.08,0.11,1.00,10.3,0,0,0,1.8,1.8,0.10,+0.2,+0.2,Matches
1693,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,28,1995,0.2,1,2,1,50.0,8.18,4.09,0.50,1.00,27.1,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
1694,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23,1999,21.8,9,50,16,32.0,2.30,0.73,0.12,0.38,17.1,4,3,3,9.8,7.4,0.15,-0.8,-1.4,Matches
1695,Christ Mbondi,fr FRA,FW,Reims,fr Ligue 1,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1696,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,24,1999,3.4,0,4,1,25.0,1.17,0.29,0.00,0.00,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1697,Nathanael Mbuku,cd COD,FW,Augsburg,de Bundesliga,21,2002,0.1,0,1,0,0.0,18.00,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1698,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,eng Premier League,20,2002,20.2,3,25,8,32.0,1.23,0.40,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3,Matches
1699,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1700,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27,1996,14.2,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3,Matches
1701,James McConnell,eng ENG,MF,Liverpool,eng Premier League,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1702,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,28,1994,33.3,6,40,14,35.0,1.20,0.42,0.15,0.43,19.5,3,0,0,5.0,5.0,0.12,+1.0,+1.0,Matches
1703,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26,1996,4.6,0,2,0,0.0,0.43,0.00,0.00,,10.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1704,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,24,1998,28.8,0,23,5,21.7,0.80,0.17,0.00,0.00,10.5,0,0,0,3.0,3.0,0.13,-3.0,-3.0,Matches
1705,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,23,1999,32.1,3,57,14,24.6,1.77,0.44,0.05,0.21,21.0,0,0,0,3.4,3.4,0.06,-0.4,-0.4,Matches
1706,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,26,1996,21.1,7,44,19,43.2,2.08,0.90,0.16,0.37,14.6,0,0,0,5.7,5.7,0.14,+1.3,+1.3,Matches
1707,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24,1999,30.2,1,19,12,63.2,0.63,0.40,0.05,0.08,18.6,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
1708,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33,1989,14.1,2,10,2,20.0,0.71,0.14,0.20,1.00,12.7,0,0,0,1.5,1.5,0.15,+0.5,+0.5,Matches
1709,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,25,1997,16.5,3,23,8,34.8,1.40,0.49,0.13,0.38,17.5,0,0,0,3.8,3.8,0.17,-0.8,-0.8,Matches
1710,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,21,2001,7.1,0,1,0,0.0,0.14,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1711,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21,2001,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1712,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,eng Premier League,20,2003,1.5,1,1,1,100.0,0.68,0.68,1.00,1.00,28.7,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches
1713,Hannibal Mejbri,tn TUN,MF,Sevilla,es La Liga,20,2003,1.2,0,1,0,0.0,0.87,0.00,0.00,,24.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1714,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,25,1997,12.5,0,6,2,33.3,0.48,0.16,0.00,0.00,14.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1715,Gonzalo Melero,es ESP,"MF,FW",Almería,es La Liga,29,1994,12.3,1,14,4,28.6,1.14,0.33,0.07,0.25,11.7,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Matches
1716,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28,1994,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,12.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
1717,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,26,1996,22.1,2,11,5,45.5,0.50,0.23,0.09,0.20,28.6,0,1,1,1.0,0.3,0.02,+1.0,+0.7,Matches
1718,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29,1994,9.9,5,38,15,39.5,3.83,1.51,0.13,0.33,17.5,3,0,0,5.8,5.8,0.15,-0.8,-0.8,Matches
1719,Houboulang Mendes,gw GNB,DF,Almería,es La Liga,25,1998,4.4,0,1,0,0.0,0.23,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1720,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,21,2002,3.0,1,4,1,25.0,1.35,0.34,0.25,1.00,21.6,1,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
1721,Tomás Mendes,es ESP,MF,Alavés,es La Liga,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1722,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,26,1997,26.8,5,66,15,22.7,2.46,0.56,0.08,0.33,20.7,10,0,0,4.2,4.2,0.06,+0.8,+0.8,Matches
1723,Bruno Méndez,uy URU,DF,Granada,es La Liga,23,1999,14.8,2,8,4,50.0,0.54,0.27,0.25,0.50,15.8,0,0,0,0.6,0.6,0.08,+1.4,+1.4,Matches
1724,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1725,Leonardo Mendicino,it ITA,MF,Atalanta,it Serie A,17,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1726,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,19,2004,4.6,0,2,1,50.0,0.43,0.22,0.00,0.00,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1727,Benjamin Mendy,fr FRA,DF,Lorient,fr Ligue 1,29,1994,7.9,2,13,4,30.8,1.65,0.51,0.15,0.50,16.6,0,0,0,1.1,1.1,0.08,+0.9,+0.9,Matches
1728,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,28,1995,19.1,0,5,1,20.0,0.26,0.05,0.00,0.00,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1729,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,22,2001,14.0,0,7,2,28.6,0.50,0.14,0.00,0.00,14.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1730,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,31,1992,11.7,0,7,2,28.6,0.60,0.17,0.00,0.00,26.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1731,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21,2002,27.4,1,11,4,36.4,0.40,0.15,0.09,0.25,17.6,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
1732,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25,1997,6.9,0,1,1,100.0,0.15,0.15,0.00,0.00,8.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1733,Jorge Meré,es ESP,DF,Cádiz,es La Liga,26,1997,7.5,0,4,1,25.0,0.53,0.13,0.00,0.00,18.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1734,Alex Meret,it ITA,GK,Napoli,it Serie A,26,1997,30.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1735,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,27,1996,27.6,5,30,11,36.7,1.09,0.40,0.17,0.45,13.9,0,0,0,3.3,3.3,0.11,+1.7,+1.7,Matches
1736,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,21,2002,7.8,0,5,1,20.0,0.64,0.13,0.00,0.00,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1737,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21,2002,14.3,0,14,3,21.4,0.98,0.21,0.00,0.00,20.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1738,Junior Messias,br BRA,"MF,DF",Genoa,it Serie A,32,1991,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,18.2,1,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
1739,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31,1991,6.5,0,8,1,12.5,1.23,0.15,0.00,0.00,18.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
1740,Bastien Meupiyou,fr FRA,DF,Nantes,fr Ligue 1,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1741,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,32,1991,7.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1742,Omenuke Mfulu,cd COD,"MF,FW",Las Palmas,es La Liga,29,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1743,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1744,Sven Michel,de GER,"FW,MF",Augsburg,de Bundesliga,33,1990,6.5,2,12,5,41.7,1.85,0.77,0.08,0.20,20.7,0,1,2,2.4,0.8,0.07,-0.4,+0.2,Matches
1745,Miguel,es ESP,"FW,MF",Alavés,es La Liga,23,1999,0.7,0,2,1,50.0,2.77,1.38,0.00,0.00,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1746,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,22,2000,19.4,13,55,24,43.6,2.83,1.24,0.18,0.42,17.7,4,3,3,9.5,7.2,0.13,+3.5,+2.8,Matches
1747,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25,1997,27.9,0,10,3,30.0,0.36,0.11,0.00,0.00,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
