Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
127,Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,22,2001,20.4,49,2.41,32,0,9,5,1,2,4,0.20,2,0,1,1,0,0,Matches
128,Cameron Archer,eng ENG,MF,Aston Villa,eng Premier League,22,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
129,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30,1993,30.0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
130,Adu Ares,es ESP,FW,Athletic Club,es La Liga,21,2001,2.9,3,1.02,2,0,1,0,0,0,1,0.34,1,0,0,0,0,0,Matches
131,Jesús Areso,es ESP,DF,Osasuna,es La Liga,24,1999,29.6,70,2.37,57,5,6,1,1,0,12,0.41,9,1,2,0,0,0,Matches
132,Simone Aresti,it ITA,GK,Cagliari,it Serie A,37,1986,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
133,Matias Arezo,uy URU,FW,Granada,es La Liga,20,2002,4.1,5,1.22,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
134,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,18,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
135,Yoël Armougom,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,25,1998,2.6,8,3.08,7,0,0,1,0,0,1,0.38,1,0,0,0,0,0,Matches
136,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,28,1995,10.3,40,3.88,13,12,2,5,8,0,5,0.48,1,2,0,1,1,0,Matches
137,Hákon Arnar Haraldsson,is ISL,"FW,MF",Lille,fr Ligue 1,20,2003,14.3,35,2.45,23,2,3,2,5,0,1,0.07,0,0,0,0,1,0,Matches
138,Marko Arnautović,at AUT,FW,Inter,it Serie A,34,1989,8.9,24,2.71,22,0,0,1,1,0,3,0.34,3,0,0,0,0,0,Matches
139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29,1994,27.8,82,2.94,47,28,1,3,2,1,3,0.11,1,0,0,2,0,0,Matches
140,Mohamed El Arouch,fr FRA,FW,Lyon,fr Ligue 1,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
141,Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,21,2001,22.7,92,4.04,63,12,3,6,6,2,9,0.40,5,0,1,1,1,1,Matches
142,Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,28,1994,13.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,Arthur,br BRA,DF,Leverkusen,de Bundesliga,20,2003,2.0,7,3.41,5,1,0,0,0,1,2,0.97,2,0,0,0,0,0,Matches
144,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28,1994,22.1,65,2.95,44,1,5,8,6,1,5,0.23,3,0,0,2,0,0,Matches
145,Marco Asensio,es ESP,"MF,FW",Paris S-G,fr Ligue 1,27,1996,12.4,52,4.21,38,10,1,1,1,1,7,0.57,5,1,0,1,0,0,Matches
146,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21,2002,8.7,19,2.18,13,4,1,1,0,0,5,0.57,4,1,0,0,0,0,Matches
147,Joel Asoro,se SWE,"FW,MF",Metz,fr Ligue 1,24,1999,9.4,21,2.23,11,2,2,1,5,0,3,0.32,1,0,1,0,1,0,Matches
148,Jonathan Asp Jensen,dk DEN,FW,Bayern Munich,de Bundesliga,17,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35,1987,30.1,172,5.72,120,30,7,8,7,0,20,0.67,14,2,2,1,1,0,Matches
150,Lorenz Assignon,tg TOG,DF,Burnley,eng Premier League,23,2000,13.7,23,1.68,18,3,1,0,1,0,2,0.15,2,0,0,0,0,0,Matches
151,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,23,2000,11.2,38,3.38,27,3,4,0,2,2,6,0.53,3,0,2,0,1,0,Matches
152,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,27,1996,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0,Matches
153,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17,2005,6.2,6,0.97,2,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
154,Arthur Atta,fr FRA,"MF,FW",Metz,fr Ligue 1,20,2003,10.3,19,1.85,15,0,2,2,0,0,3,0.29,1,0,0,2,0,0,Matches
155,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21,2002,34.0,4,0.12,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34,1989,29.1,75,2.57,45,0,6,18,5,1,14,0.48,8,0,1,5,0,0,Matches
157,Emil Audero,id IDN,GK,Inter,it Serie A,26,1997,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,28,1994,26.9,56,2.08,32,19,0,1,2,2,2,0.07,2,0,0,0,0,0,Matches
159,Carlos Augusto,br BRA,DF,Inter,it Serie A,24,1999,19.2,36,1.88,29,4,1,0,1,1,6,0.31,4,1,1,0,0,0,Matches
160,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,22,2000,10.0,10,1.00,4,0,1,2,3,0,0,0.00,0,0,0,0,0,0,Matches
161,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,eng Premier League,30,1992,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0,Matches
162,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,29,1994,9.6,37,3.85,23,9,0,4,1,0,7,0.73,3,2,0,2,0,0,Matches
163,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,29,1994,3.3,9,2.72,3,0,2,2,2,0,1,0.30,0,0,0,0,1,0,Matches
164,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25,1997,11.6,30,2.60,22,0,2,0,4,2,6,0.52,5,0,1,0,0,0,Matches
165,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,33,1989,12.3,27,2.20,18,0,5,2,0,2,1,0.08,1,0,0,0,0,0,Matches
166,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,31,1991,28.3,72,2.55,40,5,5,7,12,3,12,0.42,10,0,1,0,1,0,Matches
167,Neil El Aynaoui,ma MAR,MF,Lens,fr Ligue 1,22,2001,17.4,25,1.44,20,0,0,1,3,1,3,0.17,2,0,0,0,1,0,Matches
168,Sardar Azmoun,ir IRN,"FW,MF",Roma,it Serie A,28,1995,6.5,18,2.77,10,0,1,5,2,0,5,0.77,1,0,0,2,2,0,Matches
169,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,33,1989,15.8,32,2.03,30,2,0,0,0,0,3,0.19,3,0,0,0,0,0,Matches
170,Paulo Azzi,br BRA,"DF,MF",Cagliari,it Serie A,29,1994,10.6,25,2.37,18,0,2,4,0,1,0,0.00,0,0,0,0,0,0,Matches
171,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,22,2001,6.1,10,1.65,8,1,0,0,1,0,3,0.49,3,0,0,0,0,0,Matches
172,Abdellah Baallal,ma MAR,MF,Clermont Foot,fr Ligue 1,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Iddrisu Baba,gh GHA,MF,Almería,es La Liga,27,1996,15.9,18,1.13,14,0,0,1,0,3,0,0.00,0,0,0,0,0,0,Matches
174,Srđan Babić,rs SRB,DF,Almería,es La Liga,27,1996,1.0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
175,Shavy Babicka,ga GAB,"FW,MF",Toulouse,fr Ligue 1,23,2000,4.1,9,2.17,7,0,0,2,0,0,2,0.48,2,0,0,0,0,0,Matches
176,Aliou Badara Baldé,gn GUI,"FW,DF",Nice,fr Ligue 1,20,2002,0.8,5,6.25,2,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23,2000,25.3,20,0.79,18,0,0,1,0,1,4,0.16,3,0,0,1,0,0,Matches
178,Milan Badelj,hr CRO,MF,Genoa,it Serie A,34,1989,28.2,57,2.02,51,1,1,2,2,0,13,0.46,11,0,1,1,0,0,Matches
179,Matthias Bader,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26,1997,20.0,49,2.45,37,2,3,3,2,2,4,0.20,3,0,0,0,0,1,Matches
180,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22,2001,14.9,23,1.55,18,0,0,2,1,2,3,0.20,3,0,0,0,0,0,Matches
181,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22,2001,28.7,151,5.27,93,34,10,9,2,3,22,0.77,14,5,0,2,0,1,Matches
182,Jaime Báez,uy URU,"FW,MF",Frosinone,it Serie A,28,1995,5.6,16,2.88,7,6,1,0,2,0,2,0.36,1,0,0,0,1,0,Matches
183,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Leon Bailey,jm JAM,"MF,FW",Aston Villa,eng Premier League,25,1997,23.0,97,4.22,70,7,9,7,3,1,11,0.48,7,1,1,2,0,0,Matches
185,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,29,1994,9.3,3,0.32,2,0,1,0,0,0,1,0.11,1,0,0,0,0,0,Matches
186,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,it Serie A,24,1999,14.6,50,3.44,30,10,3,5,1,1,6,0.41,4,1,0,1,0,0,Matches
188,Cédric Bakambu,cd COD,FW,Betis,es La Liga,32,1991,2.2,5,2.32,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
189,Tiemoué Bakayoko,fr FRA,MF,Lorient,fr Ligue 1,28,1994,14.6,13,0.89,10,1,0,1,0,1,3,0.21,2,0,0,1,0,0,Matches
190,Mitchel Bakker,nl NED,DF,Atalanta,it Serie A,23,2000,4.2,4,0.95,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
191,Ridle Baku,de GER,"DF,MF",Wolfsburg,de Bundesliga,25,1998,22.4,59,2.64,50,0,0,5,4,0,1,0.04,1,0,0,0,0,0,Matches
192,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,20,2002,24.2,107,4.42,54,27,13,5,7,1,10,0.41,4,4,1,1,0,0,Matches
193,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,it Serie A,20,2003,8.3,36,4.35,24,4,3,1,4,0,2,0.24,2,0,0,0,0,0,Matches
194,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,20,2003,5.8,23,4.00,12,0,4,3,4,0,1,0.17,0,0,0,1,0,0,Matches
195,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19,2003,15.3,29,1.90,26,0,2,0,1,0,4,0.26,4,0,0,0,0,0,Matches
196,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,30,1993,10.8,16,1.49,10,3,2,0,1,0,2,0.19,1,0,0,0,1,0,Matches
197,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,19,2004,14.7,17,1.15,16,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
198,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19,2004,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24,1999,25.2,27,1.07,24,1,1,0,1,0,3,0.12,2,0,0,0,1,0,Matches
200,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31,1992,31.9,51,1.60,36,9,2,3,0,1,3,0.09,0,2,0,1,0,0,Matches
201,Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,eng Premier League,26,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
202,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,22,2001,18.8,61,3.24,40,0,6,10,5,0,8,0.43,4,0,2,1,1,0,Matches
203,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,es La Liga,27,1996,22.0,79,3.58,65,0,6,2,6,0,4,0.18,4,0,0,0,0,0,Matches
204,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,21,2001,12.6,32,2.53,24,0,3,2,2,1,3,0.24,3,0,0,0,0,0,Matches
205,Samuel Bamba,de GER,FW,Dortmund,de Bundesliga,19,2004,0.5,2,3.75,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
206,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,22,2001,15.0,62,4.14,30,4,15,11,1,1,3,0.20,2,1,0,0,0,0,Matches
207,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,23,2000,5.0,12,2.42,11,1,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
208,Mamady Bangré,bf BFA,"FW,MF",Toulouse,fr Ligue 1,22,2001,1.1,7,6.24,6,0,1,0,0,0,1,0.89,1,0,0,0,0,0,Matches
209,Mattia Bani,it ITA,DF,Genoa,it Serie A,29,1993,25.6,7,0.27,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
210,Léo Baptistão,br BRA,FW,Almería,es La Liga,30,1992,20.4,40,1.93,26,0,4,5,5,0,1,0.05,0,0,0,0,1,0,Matches
211,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25,1998,2.5,5,1.96,4,0,1,0,0,0,1,0.39,1,0,0,0,0,0,Matches
212,Antonín Barák,cz CZE,"MF,FW",Fiorentina,it Serie A,28,1994,9.0,30,3.34,23,0,1,5,0,1,3,0.33,3,0,0,0,0,0,Matches
213,Valentín Barco,ar ARG,"DF,FW",Brighton,eng Premier League,19,2004,3.4,8,2.35,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
214,Bradley Barcola,fr FRA,FW,Lyon,fr Ligue 1,20,2002,3.0,5,1.67,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
215,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20,2002,15.2,69,4.53,53,0,13,1,1,1,11,0.72,9,0,1,0,0,1,Matches
216,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22,2000,29.5,51,1.73,39,4,1,2,1,4,3,0.10,3,0,0,0,0,0,Matches
217,Nicolò Barella,it ITA,MF,Inter,it Serie A,26,1997,31.6,137,4.33,121,1,4,7,3,1,20,0.63,13,0,2,4,1,0,Matches
218,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,26,1997,3.4,12,3.56,9,0,1,1,1,0,1,0.30,1,0,0,0,0,0,Matches
219,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,29,1993,29.1,104,3.58,67,11,14,6,3,3,11,0.38,6,2,1,1,1,0,Matches
220,Aymen Barkok,ma MAR,"MF,FW",Mainz 05,de Bundesliga,25,1998,3.6,15,4.21,10,2,1,1,1,0,1,0.28,1,0,0,0,0,0,Matches
221,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,25,1997,8.9,29,3.25,18,0,5,3,3,0,6,0.67,4,0,2,0,0,0,Matches
222,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23,2000,29.0,58,2.00,40,1,1,6,8,2,5,0.17,5,0,0,0,0,0,Matches
223,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22,2001,31.2,46,1.47,43,1,1,1,0,0,2,0.06,1,1,0,0,0,0,Matches
224,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,21,2001,15.9,41,2.58,27,1,7,2,2,2,4,0.25,2,0,0,2,0,0,Matches
225,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20,2003,17.3,43,2.49,35,1,2,3,0,2,2,0.12,2,0,0,0,0,0,Matches
226,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,17,2005,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
227,Marc Bartra,es ESP,DF,Betis,es La Liga,32,1991,2.5,3,1.20,2,0,0,1,0,0,1,0.40,0,0,0,1,0,0,Matches
228,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26,1996,36.6,22,0.60,18,1,0,2,0,1,1,0.03,1,0,0,0,0,0,Matches
229,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,18,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
230,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35,1988,3.6,3,0.84,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
231,Toma Bašić,hr CRO,MF,Salernitana,it Serie A,26,1996,12.9,27,2.09,20,4,2,1,0,0,1,0.08,1,0,0,0,0,0,Matches
232,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,23,1999,25.6,15,0.59,13,0,0,2,0,0,2,0.08,0,0,0,2,0,0,Matches
233,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24,1999,25.2,63,2.50,54,1,0,4,3,1,6,0.24,6,0,0,0,0,0,Matches
234,Simone Bastoni,it ITA,"MF,DF",Empoli,it Serie A,26,1996,8.3,22,2.66,14,7,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
235,Augusto Batalla,ar ARG,GK,Granada,es La Liga,27,1996,17.0,6,0.35,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
236,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,32,1991,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
237,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23,2000,9.0,4,0.44,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
238,Elias Baum,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,17,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33,1990,34.0,6,0.18,3,3,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
240,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,23,1999,12.9,45,3.50,31,0,3,5,5,1,5,0.39,3,0,0,1,1,0,Matches
241,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33,1990,2.4,8,3.40,3,3,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
242,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29,1994,18.2,48,2.64,31,0,7,7,2,1,14,0.77,6,0,5,1,1,1,Matches
243,Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,18,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26,1997,10.8,29,2.68,22,0,3,3,0,1,4,0.37,3,0,0,1,0,0,Matches
245,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
246,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,28,1995,8.6,19,2.22,14,1,1,3,0,0,5,0.58,4,0,0,1,0,0,Matches
247,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28,1995,7.2,28,3.91,22,0,2,2,2,0,4,0.56,2,0,0,1,1,0,Matches
248,Chris Bedia,ci CIV,"FW,MF",Union Berlin,de Bundesliga,27,1996,1.6,4,2.48,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
249,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26,1997,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
250,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,4.0,7,1.76,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
251,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22,2001,3.3,7,2.11,3,0,0,0,3,1,1,0.30,1,0,0,0,0,0,Matches
252,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,32,1991,6.8,18,2.63,15,0,1,2,0,0,2,0.29,2,0,0,0,0,0,Matches
253,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32,1991,14.0,35,2.50,25,0,0,2,7,1,2,0.14,1,0,0,0,1,0,Matches
254,Maximilian Beier,de GER,"FW,MF",Hoffenheim,de Bundesliga,20,2002,26.9,76,2.83,47,0,11,7,11,0,10,0.37,2,0,3,3,2,0,Matches
255,Jérémie Bela,ao ANG,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,2.3,7,3.07,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,19,2004,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
257,Reda Belahyane,ma MAR,MF,Nice,fr Ligue 1,19,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
258,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29,1994,19.1,25,1.31,22,0,0,0,2,1,3,0.16,3,0,0,0,0,0,Matches
259,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31,1991,7.4,5,0.68,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
260,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21,2002,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
261,Raoul Bellanova,it ITA,DF,Torino,it Serie A,23,2000,33.8,96,2.83,74,4,7,4,6,1,9,0.27,9,0,0,0,0,0,Matches
262,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,25,1998,10.6,30,2.81,20,2,6,1,1,0,2,0.19,1,0,1,0,0,0,Matches
263,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,fr Ligue 1,25,1998,3.0,6,2.01,4,0,2,0,0,0,3,1.00,2,0,1,0,0,0,Matches
264,Héctor Bellerín,es ESP,DF,Betis,es La Liga,28,1995,19.0,30,1.58,26,3,0,0,1,0,4,0.21,4,0,0,0,0,0,Matches
265,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,20,2003,25.7,99,3.85,82,0,8,4,5,0,13,0.51,10,0,1,2,0,0,Matches
266,Jeanuël Belocian,fr FRA,DF,Rennes,fr Ligue 1,18,2005,16.1,15,0.93,11,2,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches
267,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,29,1993,10.5,25,2.37,15,0,0,5,5,0,1,0.09,1,0,0,0,0,0,Matches
268,Andrea Belotti,it ITA,FW,Roma,it Serie A,29,1993,7.5,23,3.05,11,0,3,3,5,1,6,0.80,3,0,2,1,0,0,Matches
269,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24,1999,27.0,49,1.82,41,3,1,2,2,0,3,0.11,3,0,0,0,0,0,Matches
270,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22,2001,18.8,56,2.98,39,0,2,8,6,1,10,0.53,5,0,1,3,1,0,Matches
271,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,18,2005,4.8,20,4.21,12,0,2,1,5,0,5,1.05,2,0,1,0,2,0,Matches
272,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,22,2001,4.7,12,2.58,8,1,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
273,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32,1990,25.7,74,2.88,62,0,3,7,1,1,8,0.31,8,0,0,0,0,0,Matches
274,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25,1998,12.6,22,1.74,15,0,0,2,2,3,2,0.16,2,0,0,0,0,0,Matches
275,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25,1997,12.8,38,2.97,27,4,3,2,1,1,3,0.23,3,0,0,0,0,0,Matches
276,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,27,1995,6.9,26,3.77,23,0,3,0,0,0,1,0.15,1,0,0,0,0,0,Matches
277,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,27,1995,8.6,38,4.44,26,6,2,2,1,1,4,0.47,4,0,0,0,0,0,Matches
278,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28,1995,11.5,26,2.27,16,2,2,2,4,0,3,0.26,3,0,0,0,0,0,Matches
279,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,28,1994,21.9,38,1.74,34,2,0,0,1,1,5,0.23,5,0,0,0,0,0,Matches
280,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26,1997,11.2,31,2.78,26,0,1,2,0,2,4,0.36,3,0,0,0,0,1,Matches
281,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30,1993,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
282,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,19,2003,11.2,14,1.25,13,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
283,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28,1994,15.9,64,4.02,49,2,2,7,3,1,5,0.31,3,0,0,1,1,0,Matches
284,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33,1990,21.4,36,1.68,30,1,1,2,2,0,5,0.23,5,0,0,0,0,0,Matches
285,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28,1995,17.7,60,3.40,26,25,4,2,2,1,8,0.45,3,3,1,0,0,1,Matches
286,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31,1992,19.6,19,0.97,16,1,0,0,2,0,2,0.10,1,0,0,0,1,0,Matches
287,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,eng Premier League,32,1990,13.2,50,3.78,28,17,0,2,3,0,5,0.38,3,2,0,0,0,0,Matches
288,Sander Berge,no NOR,MF,Burnley,eng Premier League,25,1998,33.4,67,2.01,63,0,3,0,1,0,8,0.24,7,0,1,0,0,0,Matches
289,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34,1989,14.0,2,0.14,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
290,Medon Berisha,al ALB,"FW,MF",Lecce,it Serie A,19,2003,2.3,8,3.50,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
291,Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25,1998,1.6,4,2.48,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
