Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
1642,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25.0,1997.0,FW,33,31,2656,29.5,5,0,24,105.0,44.0,41.9,3.56,1.49,0.21,0.5,14.2,0.0,17.6,15.3,17.6,15.3,0.15,6.4,6.7,2,3,3,36,3.6,2.0,-0.6,21,2,1176,564,178,68,19,27.9,39,57.4,735,54,1486,28,68,45,172,54,29,604,782,77.2,80,46.0,59.0,90.0,38.0,27.0,58.5,77.7,18.0,2.0,2.58,73.0,16.0,57.0,1.93,60.9,22.5,38.4,1.3
2640,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,28.0,1994.0,FW,34,18,1649,18.3,2,0,12,60.0,22.0,36.7,3.27,1.2,0.2,0.55,16.1,0.0,7.9,7.9,7.9,7.9,0.13,4.1,4.1,0,0,1,24,2.8,3.2,-1.8,29,4,912,502,121,47,25,53.2,16,34.0,591,66,1732,27,47,39,155,66,43,494,673,73.4,76,15.0,20.0,88.0,5.0,10.0,33.3,48.2,3.0,16.0,2.32,45.0,10.0,35.0,1.91,37.3,13.6,23.7,1.3
1812,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,27.0,1996.0,FW,15,5,617,6.9,0,0,3,16.0,7.0,43.8,2.33,1.02,0.19,0.43,9.8,0.0,4.6,4.6,4.6,4.6,0.31,-1.6,-1.6,0,0,0,5,0.2,0.5,-0.2,2,1,183,103,37,5,4,80.0,1,20.0,141,8,280,5,16,11,27,8,6,86,118,72.9,9,13.0,11.0,12.0,22.0,29.0,43.1,20.2,2.0,10.0,1.33,11.0,8.0,3.0,0.44,9.9,8.6,1.3,0.19
1296,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,22.0,2001.0,FW,23,18,1464,16.3,2,0,3,23.0,9.0,39.1,1.41,0.55,0.13,0.33,19.5,0.0,1.5,1.5,1.5,1.5,0.06,1.5,1.5,0,0,4,27,2.3,4.2,1.7,31,8,1149,559,41,49,25,51.0,20,40.8,904,50,2178,17,15,17,150,50,50,835,1011,82.6,103,17.0,22.0,61.0,4.0,11.0,26.7,47.8,6.0,5.0,2.17,38.0,13.0,25.0,1.54,25.8,18.0,7.9,0.48
526,Leon Chiwome,eng ENG,FW,Wolves,eng Premier League,17.0,2006.0,FW,3,2,174,1.9,0,0,0,2.0,0.0,0.0,1.03,0.0,0.0,,11.2,0.0,0.1,0.1,0.1,0.1,0.05,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0,0,39,10,4,0,0,,0,,16,1,50,1,3,2,7,1,0,19,22,86.4,2,2.0,2.0,5.0,2.0,6.0,25.0,5.1,0.0,1.0,0.33,1.0,4.0,-3.0,-1.55,2.2,2.2,-0.1,-0.04
1982,Leon Opitz,de GER,"FW,DF",Werder Bremen,de Bundesliga,18.0,2005.0,FW,3,0,18,0.2,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,17,4,1,2,1,50.0,1,50.0,10,1,28,1,2,0,2,1,1,6,13,46.2,0,0.0,0.0,2.0,0.0,0.0,,0.6,0.0,3.0,1.0,0.0,2.0,-2.0,-10.0,0.0,1.4,-1.3,-6.34
2054,Leonardo Pavoletti,it ITA,FW,Cagliari,it Serie A,34.0,1988.0,FW,19,5,628,7.0,4,0,4,25.0,9.0,36.0,3.58,1.29,0.16,0.44,11.3,0.0,2.6,2.6,2.6,2.6,0.1,1.4,1.4,0,0,1,7,0.3,0.3,0.7,4,0,232,111,42,0,0,,0,,103,1,59,1,25,5,40,1,0,87,157,55.4,16,19.0,7.0,12.0,57.0,41.0,58.2,18.4,2.0,14.0,0.79,9.0,11.0,-2.0,-0.29,10.7,7.8,3.0,0.43
2345,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,27.0,1996.0,FW,27,25,2137,23.7,4,0,8,73.0,28.0,38.4,3.07,1.18,0.11,0.29,17.6,6.0,10.9,10.9,10.9,10.9,0.15,-2.9,-2.9,0,0,11,72,10.8,9.5,0.2,47,2,1398,880,143,167,93,55.7,65,38.9,936,121,4060,44,63,42,274,121,85,878,1098,80.0,113,26.0,21.0,97.0,3.0,2.0,60.0,69.8,16.0,2.0,2.19,67.0,26.0,41.0,1.73,63.7,19.6,44.1,1.86
2744,Lewis Warrington,eng ENG,FW,Everton,eng Premier League,20.0,2002.0,FW,1,0,1,0.0,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0,0,0,,0,,1,0,5,0,0,0,0,0,0,2,2,100.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,28.0
1568,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,24.0,1999.0,FW,31,21,1901,21.1,4,0,1,33.0,11.0,33.3,1.56,0.52,0.03,0.09,19.8,0.0,1.9,1.9,1.9,1.9,0.06,-0.9,-0.9,0,0,3,20,3.1,3.3,-0.1,16,5,846,429,82,57,22,38.6,31,54.4,599,109,2671,47,38,27,169,109,64,484,661,73.2,61,10.0,17.0,92.0,0.0,14.0,0.0,62.1,5.0,10.0,0.87,18.0,35.0,-17.0,-0.8,25.6,41.5,-15.8,-0.75
556,Lorenzo Colombo,it ITA,FW,Monza,it Serie A,21.0,2002.0,FW,25,16,1359,15.1,3,0,4,37.0,10.0,27.0,2.45,0.66,0.11,0.4,17.2,0.0,3.6,3.6,3.6,3.6,0.1,0.4,0.4,0,0,1,8,0.6,0.5,0.4,3,0,451,186,65,23,12,52.2,11,47.8,287,16,464,13,64,29,75,16,9,185,263,70.3,24,25.0,24.0,35.0,19.0,64.0,22.9,39.7,3.0,9.0,1.24,16.0,15.0,1.0,0.07,15.9,18.4,-2.5,-0.17
1526,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,22.0,2000.0,FW,37,30,2592,28.8,6,0,8,61.0,25.0,41.0,2.12,0.87,0.13,0.32,12.9,1.0,7.8,7.8,7.8,7.8,0.13,0.2,0.2,0,0,4,20,1.6,0.6,2.4,5,0,772,313,93,33,12,36.4,20,60.6,436,10,459,5,85,48,118,10,16,271,454,59.7,18,52.0,54.0,71.0,95.0,93.0,50.5,75.8,13.0,7.0,1.0,28.0,38.0,-10.0,-0.35,29.9,35.4,-5.5,-0.19
2560,Loum Tchaouna,fr FRA,"FW,MF",Salernitana,it Serie A,19.0,2003.0,FW,33,23,2100,23.3,4,0,4,44.0,15.0,34.1,1.89,0.64,0.09,0.27,20.3,0.0,2.6,2.6,2.6,2.6,0.06,1.4,1.4,0,0,3,22,1.5,1.3,1.5,22,7,1026,448,72,55,16,29.1,31,56.4,619,72,1648,26,63,27,151,72,48,505,766,65.9,59,15.0,30.0,69.0,27.0,66.0,29.0,61.4,14.0,10.0,0.33,25.0,53.0,-28.0,-1.2,19.6,46.8,-27.3,-1.17
2848,Lovro Zvonarek,hr CRO,"FW,MF",Bayern Munich,de Bundesliga,18.0,2005.0,FW,5,1,163,1.8,0,0,1,1.0,1.0,100.0,0.55,0.55,1.0,1.0,16.8,0.0,0.1,0.1,0.1,0.1,0.07,0.9,0.9,0,0,0,2,0.2,0.3,-0.2,1,0,73,26,8,3,1,33.3,2,66.7,43,7,86,4,3,1,9,7,1,50,60,83.3,7,3.0,0.0,6.0,2.0,5.0,28.6,5.3,0.0,4.0,2.4,2.0,4.0,-2.0,-1.1,1.1,1.8,-0.8,-0.42
1979,Loïs Openda,be BEL,FW,RB Leipzig,de Bundesliga,23.0,2000.0,FW,34,33,2697,30.0,4,0,24,118.0,59.0,50.0,3.94,1.97,0.19,0.37,14.2,1.0,22.1,19.7,22.1,19.7,0.17,1.9,2.3,2,3,7,35,5.8,4.6,1.2,21,5,860,528,214,65,20,30.8,35,53.8,545,77,1473,38,72,38,226,77,30,348,524,66.4,45,38.0,64.0,59.0,22.0,31.0,41.5,88.1,13.0,1.0,1.91,69.0,33.0,36.0,1.2,58.9,33.8,25.0,0.84
2112,Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,de Bundesliga,26.0,1996.0,FW,24,20,1619,18.0,3,0,1,48.0,18.0,37.5,2.67,1.0,0.02,0.06,15.7,0.0,4.6,4.6,4.6,4.6,0.1,-3.6,-3.6,0,0,4,19,1.7,1.0,2.3,8,1,565,237,59,21,7,33.3,9,42.9,278,15,529,2,23,19,81,15,14,290,414,70.0,37,28.0,27.0,67.0,54.0,55.0,49.5,52.9,9.0,4.0,0.46,20.0,37.0,-17.0,-0.95,20.0,32.4,-12.4,-0.69
2174,Luca Raimund,de GER,"FW,MF",Stuttgart,de Bundesliga,18.0,2005.0,FW,3,0,30,0.3,1,0,0,2.0,0.0,0.0,6.0,0.0,0.0,,7.2,0.0,0.9,0.9,0.9,0.9,0.55,-0.9,-0.9,0,0,0,0,0.0,0.0,0.0,1,0,34,20,3,0,0,,0,,18,0,27,0,2,2,2,0,0,16,23,69.6,1,2.0,0.0,1.0,1.0,1.0,50.0,1.0,0.0,3.0,1.0,1.0,2.0,-1.0,-3.0,1.6,1.4,0.2,0.56
270,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,FW,32,21,1692,18.8,6,0,6,30.0,7.0,23.3,1.6,0.37,0.17,0.71,15.5,0.0,3.8,3.0,3.8,3.0,0.1,2.2,2.0,1,1,2,25,1.5,1.9,0.5,19,0,669,343,89,31,12,38.7,17,54.8,384,12,542,6,56,31,113,12,10,360,459,78.4,49,24.0,28.0,50.0,22.0,58.0,27.5,49.5,3.0,11.0,1.44,32.0,21.0,11.0,0.59,25.2,24.7,0.5,0.02
363,Lucas Boyé,ar ARG,FW,Granada,es La Liga,27.0,1996.0,FW,31,30,2541,28.2,8,1,6,56.0,15.0,26.8,1.98,0.53,0.11,0.4,13.3,1.0,6.2,6.2,6.2,6.2,0.11,-0.2,-0.2,0,0,3,26,2.8,2.0,0.2,13,4,1132,454,119,130,53,40.8,75,57.7,634,36,1036,16,114,86,131,36,42,454,631,71.9,65,72.0,43.0,113.0,58.0,77.0,43.0,74.3,15.0,1.0,0.52,26.0,57.0,-31.0,-1.1,30.2,45.9,-15.8,-0.56
1148,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,FW,33,26,2305,25.6,7,0,7,32.0,16.0,50.0,1.25,0.62,0.19,0.38,13.5,0.0,8.6,7.0,8.6,7.0,0.22,-1.6,-1.0,1,2,2,32,2.1,2.0,-0.1,12,1,1008,399,97,29,13,44.8,15,51.7,546,24,844,5,59,19,153,24,12,494,739,66.8,49,25.0,48.0,104.0,80.0,102.0,44.0,75.3,10.0,7.0,1.18,31.0,50.0,-19.0,-0.74,33.7,36.7,-3.0,-0.12
1743,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,18.0,2005.0,FW,1,0,7,0.1,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,,0,,1,1,31,0,0,0,0,1,0,1,1,100.0,0,1.0,0.0,1.0,0.0,0.0,,0.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-1.73
1940,Lucas Ocampos,ar ARG,"FW,MF",Sevilla,es La Liga,29.0,1994.0,FW,35,34,2871,31.9,8,0,4,63.0,23.0,36.5,1.97,0.72,0.05,0.13,16.9,0.0,5.4,4.6,5.4,4.6,0.07,-1.4,-1.6,1,1,3,36,4.5,4.1,-1.5,40,20,1718,872,125,130,48,36.9,66,50.8,963,117,2887,35,99,56,265,117,77,837,1247,67.1,124,32.0,71.0,161.0,63.0,56.0,52.9,83.9,18.0,1.0,0.97,37.0,42.0,-5.0,-0.16,36.8,45.0,-8.2,-0.26
2033,Lucas Paquetá,br BRA,"FW,MF",West Ham,eng Premier League,25.0,1997.0,FW,31,31,2622,29.1,10,0,4,40.0,8.0,20.0,1.37,0.27,0.05,0.25,17.8,1.0,5.4,3.8,5.4,3.8,0.1,-1.4,-1.8,2,2,6,43,5.4,5.1,0.6,50,8,1845,533,63,77,41,53.2,29,37.7,1103,34,1771,12,72,81,116,34,40,1082,1465,73.9,187,47.0,66.0,194.0,59.0,59.0,50.0,76.7,15.0,0.0,1.58,52.0,52.0,0.0,0.0,39.2,50.5,-11.3,-0.39
46,Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,29.0,1994.0,FW,26,15,1360,15.1,4,0,2,27.0,6.0,22.2,1.79,0.4,0.07,0.33,13.1,0.0,5.3,3.7,5.3,3.7,0.14,-3.3,-1.7,0,2,0,16,1.0,1.6,-1.0,3,0,603,238,85,11,2,18.2,8,72.7,260,5,291,1,42,10,88,5,6,318,453,70.2,21,28.0,15.0,49.0,78.0,91.0,46.2,44.4,9.0,11.0,1.04,13.0,26.0,-13.0,-0.86,20.6,20.9,-0.2,-0.01
318,Ludovic Blas,fr FRA,"FW,MF",Rennes,fr Ligue 1,25.0,1997.0,FW,29,18,1563,17.4,3,0,4,42.0,15.0,35.7,2.42,0.86,0.07,0.2,20.0,0.0,4.7,3.1,4.7,3.1,0.07,-0.7,-0.1,1,2,1,20,1.7,1.9,-0.7,18,4,736,366,59,69,25,36.2,39,56.5,557,46,1737,8,40,29,157,46,37,395,506,78.1,59,44.0,34.0,85.0,5.0,17.0,22.7,51.1,6.0,11.0,1.28,22.0,21.0,1.0,0.06,21.1,20.9,0.2,0.01
447,Luigi Canotto,it ITA,FW,Frosinone,it Serie A,29.0,1994.0,FW,1,0,16,0.2,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0,1,1,100.0,0,0.0,5,0,4,0,0,2,1,0,0,2,3,66.7,0,0.0,1.0,1.0,0.0,0.0,,0.5,0.0,1.0,0.0,0.0,1.0,-1.0,-5.63,0.0,0.7,-0.7,-3.67
706,Luis Díaz,co COL,FW,Liverpool,eng Premier League,26.0,1997.0,FW,37,32,2629,29.2,3,0,8,94.0,32.0,34.0,3.22,1.1,0.09,0.25,15.0,0.0,11.9,11.9,11.9,11.9,0.13,-3.9,-3.9,0,0,5,64,5.7,4.7,-0.7,45,3,1453,858,219,140,67,47.9,57,40.7,1017,137,3690,70,69,72,302,137,77,898,1075,83.5,113,54.0,42.0,127.0,26.0,48.0,35.1,76.9,11.0,5.0,2.14,67.0,33.0,34.0,1.16,66.1,35.4,30.7,1.05
1118,Luis Henrique,br BRA,"FW,DF",Marseille,fr Ligue 1,21.0,2001.0,FW,15,8,784,8.7,0,0,1,12.0,3.0,25.0,1.38,0.34,0.08,0.33,19.4,0.0,1.3,1.3,1.3,1.3,0.11,-0.3,-0.3,0,0,0,10,0.7,0.9,-0.7,14,5,472,227,25,25,13,52.0,11,44.0,366,30,1158,9,16,9,84,30,26,300,387,77.5,40,1.0,2.0,58.0,0.0,0.0,,25.6,5.0,7.0,1.27,14.0,12.0,2.0,0.23,12.6,10.5,2.1,0.24
1222,Luis Javier Suárez,co COL,FW,Almería,es La Liga,25.0,1997.0,FW,15,10,917,10.2,3,0,6,39.0,13.0,33.3,3.83,1.28,0.13,0.38,14.2,0.0,6.5,5.7,6.5,5.7,0.15,-0.5,-0.7,1,1,0,7,0.6,0.5,-0.6,2,1,334,160,56,23,12,52.2,9,39.1,195,30,685,15,30,10,53,30,12,150,202,74.3,15,18.0,18.0,17.0,10.0,33.0,23.3,26.8,3.0,5.0,0.73,16.0,23.0,-7.0,-0.69,18.0,18.3,-0.3,-0.03
1838,Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,32.0,1991.0,FW,18,2,409,4.5,0,0,2,23.0,9.0,39.1,5.06,1.98,0.09,0.22,23.6,4.0,1.5,1.5,1.5,1.5,0.07,0.5,0.5,0,0,1,15,1.7,1.4,-0.7,11,5,313,180,25,22,7,31.8,9,40.9,203,19,645,5,14,18,57,19,16,170,241,70.5,24,6.0,14.0,18.0,6.0,7.0,46.2,12.0,0.0,16.0,1.78,7.0,7.0,0.0,0.0,7.4,6.7,0.6,0.14
2232,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,29.0,1993.0,FW,37,31,2498,27.8,4,0,5,53.0,15.0,28.3,1.91,0.54,0.04,0.13,21.6,4.0,6.1,3.0,6.1,3.0,0.06,-1.1,-1.0,3,4,4,41,3.9,4.2,0.1,38,19,1123,619,62,71,41,57.7,23,32.4,611,70,2161,18,56,20,173,70,51,551,855,64.4,77,22.0,18.0,128.0,10.0,23.0,30.3,73.0,5.0,6.0,1.22,25.0,36.0,-11.0,-0.4,31.7,32.4,-0.7,-0.02
2441,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,24.0,1999.0,FW,20,7,699,7.8,0,0,2,27.0,8.0,29.6,3.48,1.03,0.07,0.25,13.9,0.0,2.5,2.5,2.5,2.5,0.09,-0.5,-0.5,0,0,2,20,2.4,1.1,-0.4,16,1,430,242,83,49,29,59.2,18,36.7,267,51,1195,35,24,10,85,51,20,226,292,77.4,38,11.0,6.0,47.0,16.0,20.0,44.4,20.4,0.0,13.0,1.35,12.0,18.0,-6.0,-0.77,13.7,11.4,2.2,0.29
1119,Luiz Henrique,br BRA,FW,Betis,es La Liga,22.0,2001.0,FW,14,6,616,6.8,1,0,0,18.0,3.0,16.7,2.63,0.44,0.0,0.0,15.9,0.0,1.2,1.2,1.2,1.2,0.07,-1.2,-1.2,0,0,3,11,1.6,1.5,1.4,10,6,319,156,34,47,26,55.3,13,27.7,205,35,897,10,13,17,58,35,14,146,211,69.2,17,7.0,15.0,29.0,15.0,14.0,51.7,18.0,2.0,8.0,1.64,8.0,10.0,-2.0,-0.29,9.0,10.9,-1.9,-0.27
1252,Luka Jović,rs SRB,FW,Milan,it Serie A,25.0,1997.0,FW,23,8,877,9.7,2,1,6,22.0,12.0,54.5,2.26,1.23,0.27,0.5,11.3,0.0,4.9,4.9,4.9,4.9,0.23,1.1,1.1,0,0,1,11,0.8,0.7,0.2,4,0,269,106,36,13,7,53.8,6,46.2,154,6,229,0,21,12,47,6,7,133,182,73.1,22,8.0,12.0,20.0,17.0,15.0,53.1,25.6,2.0,15.0,1.7,16.0,16.0,0.0,0.0,16.5,11.6,4.9,0.5
2269,Luka Romero,ar ARG,"FW,MF",Milan,it Serie A,18.0,2004.0,FW,17,5,526,1.0,3,0,3,1.0,0.0,18.75,1.33,0.31,0.19,1.0,9.5,0.0,0.1,0.1,0.1,0.1,0.09,-0.1,-0.1,0,0,0,0,0.0,0.1,0.0,1,0,48,19,2,3,1,38.55,2,58.35,37,4,103,0,3,2,7,4,2,33,39,88.6,3,3.0,2.0,5.0,1.0,1.0,37.5,7.7,0.0,4.0,0.77,0.0,2.0,-2.0,-1.025,1.0,2.2,-1.2,-1.23
1908,Lukas Nmecha,de GER,FW,Wolfsburg,de Bundesliga,24.0,1998.0,FW,3,0,42,0.5,0,0,1,1.0,1.0,100.0,2.14,2.14,1.0,1.0,7.8,0.0,0.1,0.1,0.1,0.1,0.14,0.9,0.9,0,0,0,1,0.0,0.0,0.0,0,0,22,14,6,0,0,,0,,10,0,4,0,4,2,5,0,1,6,12,50.0,1,1.0,1.0,0.0,3.0,3.0,50.0,1.4,0.0,3.0,0.67,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.02
898,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,22.0,2000.0,FW,24,22,1899,21.1,0,1,5,34.0,16.0,47.1,1.61,0.76,0.15,0.31,14.6,0.0,4.5,4.5,4.5,4.5,0.13,0.5,0.5,0,0,3,19,1.9,1.3,1.1,12,0,692,321,93,39,19,48.7,18,46.2,380,55,1278,36,69,33,104,55,31,312,461,67.7,37,24.0,11.0,51.0,50.0,106.0,32.1,55.5,10.0,2.0,0.79,22.0,43.0,-21.0,-1.0,21.9,41.2,-19.3,-0.92
1437,Lázaro,br BRA,"FW,MF",Almería,es La Liga,21.0,2002.0,FW,14,2,285,3.2,0,0,0,8.0,4.0,50.0,2.53,1.26,0.0,0.0,18.3,0.0,0.9,0.9,0.9,0.9,0.11,-0.9,-0.9,0,0,0,6,0.5,0.3,-0.5,1,0,152,69,14,16,5,31.3,10,62.5,89,5,224,2,11,5,34,5,3,69,100,69.0,6,3.0,7.0,13.0,4.0,11.0,26.7,8.3,0.0,12.0,0.21,1.0,10.0,-9.0,-2.84,3.5,8.8,-5.3,-1.68
210,Léo Baptistão,br BRA,FW,Almería,es La Liga,30.0,1992.0,FW,32,22,1837,20.4,6,1,6,48.0,18.0,37.5,2.35,0.88,0.13,0.33,16.7,0.0,5.3,5.3,5.3,5.3,0.11,0.7,0.7,0,0,0,19,1.8,1.0,-1.8,8,2,793,267,67,28,12,42.9,14,50.0,399,26,1118,8,38,17,88,26,21,366,568,64.4,45,21.0,29.0,85.0,48.0,70.0,40.7,53.7,8.0,10.0,0.59,22.0,39.0,-17.0,-0.83,25.2,30.3,-5.1,-0.24
1930,M'Bala Nzola,ao ANG,FW,Fiorentina,it Serie A,26.0,1996.0,FW,33,15,1552,17.2,2,0,3,31.0,12.0,38.7,1.8,0.7,0.06,0.17,12.5,0.0,4.5,3.7,4.5,3.7,0.12,-1.5,-1.7,1,1,3,21,1.6,1.6,1.4,13,0,546,322,89,30,14,46.7,14,46.7,339,21,490,10,65,38,143,21,15,283,345,82.0,29,37.0,7.0,49.0,53.0,70.0,43.1,45.4,7.0,18.0,1.48,26.0,26.0,0.0,0.0,23.3,24.0,-0.7,-0.04
1896,M'Baye Niang,sn SEN,FW,Empoli,it Serie A,28.0,1994.0,FW,14,5,708,7.9,1,0,6,20.0,5.0,25.0,2.54,0.64,0.1,0.4,16.9,0.0,5.4,2.3,5.4,2.3,0.11,0.6,-0.3,4,4,1,9,0.9,0.2,0.1,3,2,253,118,36,16,5,31.3,9,56.3,146,13,292,10,34,12,43,13,8,90,140,64.3,11,15.0,24.0,14.0,24.0,38.0,38.7,20.7,0.0,9.0,1.29,9.0,10.0,-1.0,-0.13,9.4,11.1,-1.7,-0.22
886,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,18.0,2005.0,FW,17,4,559,6.2,0,0,3,9.0,7.0,77.8,1.45,1.13,0.33,0.43,14.2,0.0,1.8,1.8,1.8,1.8,0.2,1.2,1.2,0,0,0,6,0.5,0.5,-0.5,6,1,244,133,21,15,8,53.3,7,46.7,210,26,836,10,16,11,60,26,18,143,180,79.4,10,3.0,11.0,18.0,0.0,7.0,0.0,18.3,1.0,13.0,2.18,17.0,8.0,9.0,1.45,12.0,8.2,3.8,0.62
2326,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,27.0,1995.0,FW,20,4,551,6.1,1,0,2,17.0,9.0,52.9,2.78,1.47,0.12,0.22,14.2,0.0,3.4,3.4,3.4,3.4,0.2,-1.4,-1.4,0,0,3,13,2.3,1.2,0.7,4,0,234,133,43,28,12,42.9,16,57.1,176,23,586,15,28,11,73,23,9,88,135,65.2,11,8.0,9.0,26.0,10.0,17.0,37.0,18.0,0.0,16.0,1.25,9.0,5.0,4.0,0.65,13.6,7.3,6.3,1.03
691,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,17.0,2005.0,FW,11,1,209,2.3,0,0,0,1.0,1.0,100.0,0.43,0.43,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0,0,0,1,0.2,0.4,-0.2,0,0,87,40,5,20,6,30.0,10,50.0,63,11,278,5,7,2,16,11,2,38,48,79.2,1,4.0,11.0,15.0,2.0,4.0,33.3,6.8,0.0,10.0,0.91,3.0,6.0,-3.0,-1.29,3.4,4.6,-1.2,-0.52
2535,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29.0,1994.0,FW,2,0,18,0.2,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,13,4,0,1,0,0.0,1,100.0,6,0,10,0,1,1,1,0,0,3,7,42.9,1,1.0,2.0,1.0,3.0,3.0,50.0,0.5,0.0,2.0,1.5,0.0,1.0,-1.0,-5.0,0.1,0.1,0.0,0.08
208,Mamady Bangré,bf BFA,"FW,MF",Toulouse,fr Ligue 1,22.0,2001.0,FW,8,0,101,1.1,2,0,0,3.0,0.0,0.0,2.67,0.0,0.0,,16.1,0.0,0.1,0.1,0.1,0.1,0.04,-0.1,-0.1,0,0,1,6,0.7,0.6,0.3,5,2,97,50,13,5,1,20.0,4,80.0,76,10,312,2,4,4,12,10,5,59,74,79.7,9,3.0,0.0,12.0,1.0,3.0,25.0,3.3,0.0,8.0,0.75,1.0,1.0,0.0,0.0,1.6,2.1,-0.5,-0.44
2472,Manor Solomon,il ISR,FW,Tottenham,eng Premier League,24.0,1999.0,FW,5,2,199,2.2,1,0,0,7.0,1.0,14.3,3.17,0.45,0.0,0.0,16.8,0.0,0.4,0.4,0.4,0.4,0.06,-0.4,-0.4,0,0,2,12,0.8,0.8,1.2,7,1,125,83,20,17,10,58.8,7,41.2,92,17,404,9,5,2,44,17,8,78,90,86.7,11,2.0,1.0,11.0,0.0,1.0,0.0,5.8,0.0,3.0,2.6,6.0,2.0,4.0,1.81,4.7,1.8,2.9,1.31
459,Marc Cardona,es ESP,FW,Las Palmas,es La Liga,28.0,1995.0,FW,26,6,737,8.2,4,0,4,21.0,10.0,47.6,2.56,1.22,0.14,0.3,14.3,0.0,4.2,3.5,4.2,3.5,0.16,-0.2,-0.5,1,1,1,8,1.1,0.6,-0.1,6,1,333,146,46,34,14,41.2,19,55.9,215,10,388,4,24,15,74,10,4,170,227,74.9,13,12.0,19.0,26.0,9.0,14.0,39.1,21.5,0.0,20.0,,11.0,7.0,4.0,0.49,12.1,10.4,1.7,0.21
1064,Marc Guiu,es ESP,"FW,MF",Barcelona,es La Liga,17.0,2006.0,FW,3,1,74,0.8,1,0,1,4.0,1.0,25.0,4.86,1.22,0.25,1.0,12.1,0.0,0.8,0.8,0.8,0.8,0.19,0.2,0.2,0,0,0,1,0.3,0.1,-0.3,1,0,20,10,4,0,0,,0,,13,1,13,1,3,2,8,1,1,8,8,100.0,1,1.0,2.0,1.0,1.0,3.0,25.0,2.2,0.0,2.0,2.33,1.0,0.0,1.0,1.22,2.5,0.5,2.0,2.47
