Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,90s_defensive,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,90s_gsc,SCA,SCA90,PassLive,PassDead,TO,Sh_gsc,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld_misc,Off,Crs,Int_misc,TklW_misc,PKwon,PKcon,OG,Recov,Won,Lost_misc,Won%,90s_passing,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing,xAG_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_passing,90s_passing_types,Att_passing_types,Live,Dead,FK,TB,Sw,Crs_passing_types,TI,CK,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,MP_playing_time,Min_playing_time,Mn/MP,Min%,90s_playing_time,Starts_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,90s_possession,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC_possession,1/3_possession,CPA,Mis,Dis,Rec,PrgR_possession,90s_shooting,Gls_shooting,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,PK_shooting,PKatt_shooting,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG
1307,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,24.0,1998.0,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,4.9,2.3,7.2,49,25,130,0.5,0.2,0.7,0.5,0.7,0.57,0.23,0.8,0.49,0.72,Matches,10.0,5,3,3,2,0,3,12,25.0,9,9,0,9,0,5,4,0,10.0,42.0,4.2,25.0,0.0,11.0,2.0,4.0,0.0,7.0,0.7,2.0,0.0,3.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,13.0,15.0,5.0,28.0,0.0,3.0,1.0,0.0,0.0,37.0,5.0,11.0,31.3,10.0,210,279,75.3,3355,617,93,112,83.0,96,113,85.0,11,24,45.8,2,2.3,1.7,-0.3,15,6,15,0,25,10.0,279.0,276.0,3.0,1.0,5.0,1.0,28.0,2.0,0.0,0.0,0.0,0.0,210.0,0.0,18.0,27.0,900.0,33.0,29.4,10.0,8.0,70.0,0.0,19.0,18.0,1.0,2.15,30.0,10.0,20.0,2.0,1.21,27.6,10.4,17.2,1.72,1.08,10.0,425,6,29,163,248,67,424,76,38,50.0,31,40.8,327,2484,1176,49,29,21,45,20,336,130,10.0,5.0,23.0,8.0,34.8,2.3,0.8,0.22,0.63,13.4,0.0,0.0,1.0,5.7,4.9,0.21,-0.7,0.1
1308,Panos Katseris,gr GRE,DF,Lorient,fr Ligue 1,22.0,2001.0,15,13,1041,11.6,1,1,2,1,0,0,4,0,2.1,2.1,0.8,2.9,24,21,86,0.09,0.09,0.17,0.09,0.17,0.18,0.07,0.25,0.18,0.25,Matches,11.6,26,20,16,8,2,16,25,64.0,9,20,4,16,8,34,18,0,11.6,20.0,1.73,15.0,0.0,1.0,2.0,1.0,1.0,3.0,0.26,2.0,0.0,0.0,1.0,0.0,0.0,11.6,4.0,0.0,0.0,19.0,11.0,2.0,45.0,8.0,20.0,0.0,1.0,0.0,58.0,11.0,15.0,42.3,11.6,275,393,70.0,4101,1231,153,195,78.5,99,137,72.3,14,31,45.2,1,0.8,0.5,0.2,9,13,4,2,21,11.6,393.0,307.0,86.0,2.0,0.0,0.0,45.0,83.0,1.0,0.0,0.0,0.0,275.0,0.0,20.0,15.0,1041.0,69.0,34.0,11.6,13.0,78.0,3.0,2.0,11.0,0.0,0.93,12.0,15.0,-3.0,-0.26,0.63,13.6,16.7,-3.0,-0.26,0.37,11.6,574,29,137,212,233,36,574,37,13,35.1,23,62.2,356,2355,923,24,17,5,37,14,314,86,11.6,1.0,17.0,6.0,35.3,1.47,0.52,0.06,0.17,16.1,0.0,0.0,0.0,2.1,2.1,0.12,-1.1,-1.1
1309,Mikkel Kaufmann,dk DEN,FW,Union Berlin,de Bundesliga,22.0,2001.0,18,4,486,5.4,1,0,1,1,0,0,0,0,1.3,1.3,1.0,2.3,6,11,34,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42,Matches,5.4,6,3,2,3,1,3,10,30.0,7,12,0,12,1,7,4,0,5.4,12.0,2.22,9.0,0.0,2.0,1.0,0.0,0.0,1.0,0.18,0.0,0.0,1.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,7.0,10.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,19.0,26.0,34.0,43.3,5.4,67,126,53.2,956,318,39,65,60.0,16,31,51.6,5,8,62.5,0,1.0,0.4,-1.0,4,13,1,0,11,5.4,126.0,123.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,67.0,0.0,5.0,18.0,486.0,27.0,15.9,5.4,4.0,66.0,0.0,14.0,16.0,6.0,0.94,5.0,7.0,-2.0,-0.37,0.43,6.2,8.1,-1.9,-0.36,-0.06,5.4,215,4,21,102,92,26,215,10,3,30.0,7,70.0,89,412,129,6,1,4,27,10,141,34,5.4,1.0,15.0,6.0,40.0,2.78,1.11,0.07,0.17,15.8,0.0,0.0,0.0,1.3,1.3,0.09,-0.3,-0.3
1310,Michael Kayode,it ITA,DF,Fiorentina,it Serie A,19.0,2004.0,26,22,2058,22.9,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,45,80,102,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,Matches,22.9,53,30,27,15,11,35,48,72.9,13,25,12,13,18,71,46,2,22.9,33.0,1.44,26.0,6.0,0.0,0.0,0.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,22.9,2.0,0.0,0.0,14.0,19.0,2.0,66.0,18.0,30.0,0.0,0.0,0.0,105.0,17.0,18.0,48.6,22.9,1056,1297,81.4,19700,5416,426,463,92.0,503,579,86.9,112,192,58.3,1,1.1,1.4,-0.1,15,68,23,15,80,22.9,1297.0,1083.0,211.0,17.0,0.0,4.0,66.0,194.0,0.0,0.0,0.0,0.0,1056.0,3.0,40.0,26.0,2058.0,79.0,60.2,22.9,22.0,85.0,14.0,4.0,45.0,8.0,1.88,39.0,20.0,19.0,0.83,1.1,32.5,23.0,9.5,0.42,0.81,22.9,1537,72,478,703,371,23,1537,47,22,46.8,21,44.7,834,4821,2245,45,31,7,30,8,941,102,22.9,1.0,7.0,2.0,28.6,0.31,0.09,0.14,0.5,20.3,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
1311,Moise Kean,it ITA,FW,Juventus,it Serie A,23.0,2000.0,19,8,654,7.3,0,0,0,0,0,0,2,0,2.1,2.1,0.7,2.8,12,6,38,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Matches,7.3,7,4,3,2,2,1,3,33.3,2,4,1,3,2,9,5,0,7.3,14.0,1.93,7.0,0.0,5.0,1.0,0.0,1.0,1.0,0.14,0.0,0.0,0.0,1.0,0.0,0.0,7.3,2.0,0.0,0.0,13.0,13.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,18.0,10.0,6.0,62.5,7.3,66,96,68.8,911,134,37,49,75.5,18,20,90.0,5,6,83.3,0,0.7,0.1,-0.7,5,3,0,0,6,7.3,96.0,88.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,66.0,1.0,5.0,19.0,654.0,34.0,19.1,7.3,8.0,66.0,0.0,11.0,11.0,4.0,1.95,6.0,4.0,2.0,0.28,-0.41,9.0,5.3,3.6,0.5,-0.18,7.3,196,6,20,87,91,22,196,32,14,43.8,18,56.3,121,751,302,12,6,7,32,16,142,38,7.3,0.0,16.0,3.0,18.8,2.2,0.41,0.0,0.0,15.4,0.0,0.0,0.0,2.1,2.1,0.13,-2.1,-2.1
1312,Michael Keane,eng ENG,DF,Everton,eng Premier League,30.0,1993.0,9,4,439,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,4,14,3,0.21,0.0,0.21,0.21,0.21,0.14,0.0,0.14,0.14,0.14,Matches,4.9,7,3,3,3,1,1,7,14.3,6,5,4,1,5,12,18,1,4.9,4.0,0.82,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21,0.0,0.0,0.0,1.0,0.0,0.0,4.9,2.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,26.0,16.0,11.0,59.3,4.9,171,221,77.4,3519,1261,47,60,78.3,98,113,86.7,23,42,54.8,0,0.0,0.1,0.0,0,15,0,0,14,4.9,221.0,217.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,1.0,0.0,9.0,439.0,49.0,12.8,4.9,4.0,83.0,3.0,5.0,21.0,26.0,0.67,2.0,13.0,-11.0,-2.26,-2.26,5.6,10.2,-4.6,-0.95,-1.06,4.9,270,35,122,126,24,11,270,3,2,66.7,1,33.3,154,595,296,4,2,0,2,3,170,3,4.9,1.0,6.0,4.0,66.7,1.23,0.82,0.17,0.25,10.8,0.0,0.0,0.0,0.7,0.7,0.12,0.3,0.3
1313,Ibrahima Kebe,ml MLI,MF,Girona,es La Liga,22.0,2000.0,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,60.0,0.1,5,8,62.5,67,10,3,6,50.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0.1,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,9.0,5.0,0.3,0.1,0.0,,0.0,2.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,-1.03,0.1,0.3,-0.2,-1.57,-2.01,0.1,13,0,6,6,2,1,13,1,0,0.0,0,0.0,6,38,1,0,0,0,0,2,4,1,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1314,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19.0,2004.0,8,7,521,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,5.8,4,2,4,0,0,3,6,50.0,3,7,0,7,8,12,17,0,5.8,4.0,0.69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,1.0,0.0,0.0,10.0,5.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,32.0,6.0,9.0,40.0,5.8,209,260,80.4,3723,1447,91,104,87.5,102,117,87.2,15,32,46.9,0,0.1,0.1,-0.1,3,13,0,0,13,5.8,260.0,222.0,38.0,3.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,209.0,0.0,7.0,8.0,521.0,65.0,17.0,5.8,7.0,69.0,2.0,1.0,37.0,16.0,1.63,9.0,8.0,1.0,0.17,0.35,6.6,8.1,-1.5,-0.25,-0.03,5.8,318,28,139,150,33,3,318,7,3,42.9,4,57.1,205,1283,559,5,7,0,11,1,183,10,5.8,0.0,1.0,0.0,0.0,0.17,0.0,0.0,,10.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1315,Yassine Kechta,ma MAR,MF,Le Havre,fr Ligue 1,21.0,2002.0,32,21,1849,20.5,2,1,3,2,0,0,4,0,1.6,1.6,2.2,3.8,41,122,67,0.1,0.05,0.15,0.1,0.15,0.08,0.11,0.19,0.08,0.19,Matches,20.5,46,24,24,19,3,31,73,42.5,42,20,3,17,23,69,16,1,20.5,47.0,2.29,39.0,2.0,0.0,2.0,4.0,0.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,20.5,4.0,0.0,0.0,30.0,31.0,0.0,19.0,23.0,24.0,0.0,0.0,0.0,115.0,9.0,31.0,22.5,20.5,778,960,81.0,13063,3630,347,393,88.3,333,387,86.0,63,116,54.3,1,2.2,1.4,-1.2,27,87,11,0,122,20.5,960.0,931.0,27.0,15.0,4.0,5.0,19.0,7.0,4.0,2.0,0.0,0.0,778.0,2.0,20.0,32.0,1849.0,58.0,60.4,20.5,21.0,78.0,4.0,11.0,20.0,1.0,0.97,21.0,24.0,-3.0,-0.15,0.45,22.4,30.4,-8.0,-0.39,0.0,20.5,1180,32,226,667,305,27,1180,35,10,28.6,22,62.9,904,4854,2233,41,42,7,24,19,838,67,20.5,2.0,20.0,9.0,45.0,0.97,0.44,0.1,0.22,22.5,0.0,0.0,0.0,1.6,1.6,0.08,0.4,0.4
1316,Thilo Kehrer,de GER,"DF,MF",West Ham,eng Premier League,26.0,1996.0,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,1,1,0,1,0,0,0,,0,2,2,0,0,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,33.3,0.2,9,9,100.0,86,36,7,7,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,0.2,9.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,22.0,6.0,0.6,0.2,0.0,,0.0,4.0,6.0,14.0,1.75,0.0,1.0,-1.0,-4.09,-3.75,0.5,0.5,0.1,0.29,0.79,0.2,12,2,2,8,2,0,12,0,0,,0,,3,15,5,0,0,0,0,0,6,1,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1317,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,26.0,1996.0,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.7,0.7,1.1,1.8,13,90,16,0.07,0.07,0.14,0.07,0.14,0.05,0.07,0.12,0.05,0.12,Matches,14.7,32,22,22,7,3,22,39,56.4,17,18,6,12,30,62,55,0,14.7,19.0,1.29,13.0,1.0,0.0,5.0,0.0,0.0,4.0,0.27,3.0,0.0,0.0,1.0,0.0,0.0,14.7,4.0,1.0,1.0,17.0,5.0,0.0,4.0,30.0,22.0,0.0,1.0,0.0,61.0,22.0,20.0,52.4,14.7,859,966,88.9,16369,6851,292,325,89.8,463,496,93.3,88,118,74.6,1,1.1,0.3,-0.1,5,88,2,0,90,14.7,966.0,900.0,66.0,32.0,1.0,2.0,4.0,19.0,0.0,0.0,0.0,0.0,859.0,0.0,11.0,15.0,1323.0,88.0,43.2,14.7,15.0,88.0,14.0,0.0,,0.0,1.87,30.0,18.0,12.0,0.82,0.09,26.7,20.7,6.0,0.41,0.13,14.7,1120,109,412,635,81,20,1120,4,3,75.0,0,0.0,795,4294,2303,13,11,0,3,2,756,16,14.7,1.0,12.0,4.0,33.3,0.82,0.27,0.08,0.25,11.1,0.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3
1318,Habib Keita,ml MLI,MF,Clermont Foot,fr Ligue 1,21.0,2002.0,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,9,53,23,0.07,0.0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,Matches,14.2,34,19,14,15,5,17,28,60.7,11,27,10,17,29,63,30,0,14.2,28.0,1.97,24.0,0.0,1.0,2.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,14.2,4.0,0.0,0.0,23.0,36.0,0.0,4.0,29.0,19.0,0.0,0.0,0.0,83.0,7.0,11.0,38.9,14.2,591,675,87.6,11080,2447,253,287,88.2,253,278,91.0,74,89,83.1,0,0.6,0.6,-0.6,10,45,7,0,53,14.2,675.0,663.0,11.0,10.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,591.0,1.0,6.0,27.0,1278.0,47.0,41.8,14.2,12.0,82.0,4.0,15.0,20.0,7.0,0.85,12.0,18.0,-6.0,-0.42,0.99,15.3,25.4,-10.0,-0.71,0.18,14.2,878,53,215,509,159,7,878,24,14,58.3,10,41.7,629,3404,1402,9,21,3,23,15,579,23,14.2,1.0,20.0,5.0,25.0,1.41,0.35,0.05,0.2,25.2,0.0,0.0,0.0,0.7,0.7,0.03,0.3,0.3
1319,Naby Keïta,gn GUI,"MF,DF",Werder Bremen,de Bundesliga,28.0,1995.0,5,1,109,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,13,4,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,1.2,1,1,1,0,0,0,1,0.0,1,2,0,2,2,3,1,0,1.2,2.0,1.64,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.82,1.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,1.2,52,67,77.6,844,293,22,27,81.5,23,28,82.1,4,8,50.0,0,0.0,0.0,0.0,0,8,2,0,13,1.2,67.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,5.0,109.0,22.0,3.6,1.2,1.0,58.0,0.0,4.0,13.0,7.0,0.6,3.0,3.0,0.0,0.0,0.18,1.8,2.3,-0.4,-0.35,-0.07,1.2,81,1,16,56,10,1,81,6,4,66.7,2,33.3,55,320,182,1,1,0,3,1,57,4,1.2,0.0,2.0,0.0,0.0,1.65,0.0,0.0,,22.5,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
1320,Yannik Keitel,de GER,"DF,MF",Freiburg,de Bundesliga,23.0,2000.0,15,11,920,10.2,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,4,48,7,0.1,0.0,0.1,0.1,0.1,0.07,0.04,0.11,0.07,0.11,Matches,10.2,20,15,14,5,1,10,15,66.7,5,17,8,9,12,32,44,3,10.2,11.0,1.08,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,10.2,0.0,0.0,0.0,12.0,6.0,0.0,2.0,12.0,15.0,0.0,0.0,0.0,52.0,23.0,17.0,57.5,10.2,443,560,79.1,8934,3894,145,170,85.3,239,260,91.9,57,115,49.6,0,0.4,0.2,-0.4,2,49,4,0,48,10.2,560.0,549.0,11.0,11.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,4.0,15.0,920.0,61.0,30.1,10.2,11.0,80.0,7.0,4.0,9.0,10.0,1.53,13.0,13.0,0.0,0.0,0.55,14.6,12.9,1.7,0.16,0.28,10.2,677,92,308,341,34,10,677,6,3,50.0,3,50.0,384,2069,1137,4,3,1,7,3,435,7,10.2,1.0,6.0,2.0,33.3,0.59,0.2,0.17,0.5,8.8,0.0,0.0,0.0,0.7,0.7,0.12,0.3,0.3
1322,Thomas Keller,de GER,"MF,FW",Heidenheim,de Bundesliga,23.0,1999.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,5,7,71.4,73,37,3,3,100.0,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,2,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,0.1,0.0,0.0,,0.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.24,2.91,0.0,8,0,2,7,0,0,8,0,0,,0,,3,10,3,0,0,0,1,0,3,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1323,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,24.0,1998.0,23,17,1559,17.3,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.6,15,56,28,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.09,0.02,0.09,Matches,17.3,24,19,10,9,5,14,25,56.0,11,22,12,10,13,37,67,0,17.3,29.0,1.67,24.0,2.0,1.0,0.0,1.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,17.3,2.0,0.0,0.0,17.0,13.0,0.0,21.0,13.0,19.0,0.0,1.0,0.0,121.0,28.0,18.0,60.9,17.3,673,906,74.3,13526,4407,234,277,84.5,341,400,85.3,90,191,47.1,1,1.2,0.8,-0.2,9,76,7,4,56,17.3,906.0,771.0,129.0,22.0,1.0,10.0,21.0,107.0,0.0,0.0,0.0,0.0,673.0,6.0,19.0,23.0,1559.0,68.0,45.6,17.3,17.0,83.0,12.0,6.0,25.0,0.0,1.13,22.0,32.0,-10.0,-0.58,-0.43,24.4,25.0,-0.6,-0.03,0.04,17.3,1065,127,432,484,156,11,1065,4,2,50.0,0,0.0,540,2680,1451,15,10,2,20,6,572,28,17.3,0.0,4.0,1.0,25.0,0.23,0.06,0.0,0.0,8.6,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
1324,Omari Kellyman,eng ENG,FW,Aston Villa,eng Premier League,17.0,2005.0,2,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,0.4,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.4,6,7,85.7,78,11,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,0.4,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,37.0,19.0,1.1,0.4,0.0,,0.0,2.0,19.0,10.0,0.0,0.0,1.0,-1.0,-2.43,-2.86,0.1,0.9,-0.9,-2.14,-2.25,0.4,11,0,1,8,2,0,11,0,0,,0,,4,33,9,1,1,0,2,0,6,0,0.4,0.0,1.0,0.0,0.0,2.43,0.0,0.0,,20.8,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
1325,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,18.0,2004.0,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,0.3,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,0.3,1.0,3.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.3,7,9,77.8,122,52,3,4,75.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,0.3,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,29.0,15.0,0.9,0.3,0.0,,0.0,2.0,15.0,4.0,3.0,2.0,0.0,2.0,6.21,7.01,1.0,1.1,-0.2,-0.5,-0.2,0.3,13,0,5,6,2,0,13,1,1,100.0,0,0.0,7,41,31,0,0,0,1,0,6,1,0.3,0.0,1.0,0.0,0.0,3.1,0.0,0.0,,23.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
1326,Tobias Kempe,de GER,MF,Darmstadt 98,de Bundesliga,34.0,1989.0,24,15,1350,15.0,3,2,5,0,3,3,1,0,3.6,1.2,2.1,3.3,15,44,46,0.2,0.13,0.33,0.0,0.13,0.24,0.14,0.38,0.08,0.22,Matches,15.0,20,13,9,8,3,8,24,33.3,16,16,4,12,9,29,12,0,15.0,57.0,3.8,28.0,22.0,1.0,3.0,2.0,1.0,8.0,0.53,4.0,2.0,0.0,0.0,2.0,0.0,15.0,1.0,0.0,0.0,14.0,11.0,0.0,81.0,9.0,13.0,1.0,0.0,0.0,65.0,13.0,20.0,39.4,15.0,413,557,74.1,6804,2095,223,251,88.8,127,160,79.4,48,101,47.5,2,2.1,2.5,-0.1,28,38,5,3,44,15.0,557.0,454.0,100.0,40.0,1.0,2.0,81.0,2.0,55.0,20.0,31.0,0.0,413.0,3.0,13.0,24.0,1350.0,56.0,44.1,15.0,15.0,79.0,5.0,9.0,19.0,5.0,0.54,19.0,34.0,-15.0,-1.0,1.16,17.2,33.1,-15.9,-1.06,0.25,15.0,690,22,117,336,247,29,687,19,8,42.1,10,52.6,314,1620,696,15,12,3,28,11,365,46,15.0,3.0,18.0,1.0,5.6,1.2,0.07,0.0,0.0,23.0,3.0,3.0,3.0,3.6,1.2,0.07,-0.6,-1.2
