Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,90s_defensive,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,90s_gsc,SCA,SCA90,PassLive,PassDead,TO,Sh_gsc,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld_misc,Off,Crs,Int_misc,TklW_misc,PKwon,PKcon,OG,Recov,Won,Lost_misc,Won%,90s_passing,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing,xAG_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_passing,90s_passing_types,Att_passing_types,Live,Dead,FK,TB,Sw,Crs_passing_types,TI,CK,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,MP_playing_time,Min_playing_time,Mn/MP,Min%,90s_playing_time,Starts_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,90s_possession,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC_possession,1/3_possession,CPA,Mis,Dis,Rec,PrgR_possession,90s_shooting,Gls_shooting,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,PK_shooting,PKatt_shooting,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG
11,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,fr Ligue 1,23.0,2000.0,13,9,754,8.4,3,0,3,2,1,1,2,0,2.8,2.0,0.2,2.2,23,20,75,0.36,0.0,0.36,0.24,0.24,0.33,0.02,0.36,0.24,0.26,Matches,8.4,9,8,1,5,3,3,12,25.0,9,9,1,8,1,10,2,0,8.4,20.0,2.39,10.0,0.0,2.0,3.0,3.0,2.0,2.0,0.24,0.0,0.0,0.0,1.0,1.0,0.0,8.4,2.0,0.0,0.0,17.0,15.0,8.0,5.0,1.0,8.0,1.0,0.0,0.0,21.0,6.0,7.0,46.2,8.4,140,196,71.4,2025,599,70,95,73.7,53,66,80.3,6,8,75.0,0,0.2,1.1,-0.2,5,10,9,1,20,8.4,196.0,185.0,11.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,140.0,0.0,7.0,13.0,754.0,58.0,24.6,8.4,9.0,74.0,1.0,4.0,21.0,0.0,1.54,11.0,10.0,1.0,0.12,0.31,8.1,13.4,-5.3,-0.64,-0.54,8.4,305,1,27,123,161,38,304,31,8,25.8,22,71.0,233,1651,745,23,13,8,22,12,229,75,8.4,3.0,27.0,7.0,25.9,3.22,0.84,0.07,0.29,18.7,0.0,1.0,1.0,2.8,2.0,0.07,0.2,0.0
12,Abdel Abqar,ma MAR,DF,Alavés,es La Liga,24.0,1999.0,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,7,49,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,25.7,35,19,28,5,2,21,35,60.0,14,31,26,5,23,58,115,0,25.7,12.0,0.47,9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,10.0,0.0,0.0,33.0,23.0,1.0,2.0,23.0,19.0,0.0,2.0,1.0,109.0,39.0,36.0,52.0,25.7,553,762,72.6,12370,4872,141,164,86.0,302,339,89.1,99,225,44.0,0,0.2,0.2,-0.2,3,61,2,0,49,25.7,762.0,704.0,55.0,50.0,0.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,553.0,3.0,10.0,27.0,2312.0,86.0,67.6,25.7,27.0,86.0,23.0,0.0,,4.0,1.07,21.0,30.0,-9.0,-0.35,-0.27,27.0,30.7,-3.8,-0.15,-0.58,25.7,1032,191,570,422,42,21,1032,5,3,60.0,1,20.0,492,2460,1418,7,6,0,15,1,499,1,25.7,0.0,10.0,3.0,30.0,0.39,0.12,0.0,0.0,12.1,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
13,Tammy Abraham,eng ENG,FW,Roma,it Serie A,25.0,1997.0,8,2,242,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,6,4,15,0.37,0.0,0.37,0.37,0.37,0.22,0.05,0.27,0.22,0.27,Matches,2.7,3,1,0,1,2,0,0,,0,1,0,1,0,3,4,0,2.7,3.0,1.12,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.37,0.0,0.0,0.0,0.0,1.0,0.0,2.7,1.0,0.0,0.0,6.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,5.0,54.5,2.7,19,40,47.5,231,75,14,25,56.0,4,9,44.4,0,1,0.0,0,0.1,0.0,-0.1,3,1,1,0,4,2.7,40.0,37.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,8.0,242.0,30.0,7.1,2.7,2.0,60.0,0.0,6.0,20.0,1.0,1.38,4.0,4.0,0.0,0.0,-0.54,3.6,5.1,-1.5,-0.57,-0.89,2.7,69,4,4,31,34,9,69,6,2,33.3,4,66.7,37,208,111,6,2,2,9,2,53,15,2.7,1.0,4.0,2.0,50.0,1.49,0.74,0.25,0.5,11.9,0.0,0.0,0.0,0.6,0.6,0.15,0.4,0.4
14,Francesco Acerbi,it ITA,DF,Inter,it Serie A,35.0,1988.0,29,26,2388,26.5,3,1,4,3,0,0,1,0,1.6,1.6,1.8,3.4,21,87,24,0.11,0.04,0.15,0.11,0.15,0.06,0.07,0.13,0.06,0.13,Matches,26.5,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1,26.5,22.0,0.83,19.0,0.0,0.0,3.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,26.5,1.0,0.0,0.0,19.0,24.0,3.0,9.0,32.0,13.0,0.0,0.0,0.0,102.0,70.0,37.0,65.4,26.5,1615,1781,90.7,29326,9174,601,650,92.5,856,908,94.3,132,179,73.7,1,1.8,1.3,-0.8,7,58,5,2,87,26.5,1781.0,1719.0,60.0,43.0,0.0,11.0,9.0,8.0,0.0,0.0,0.0,0.0,1615.0,2.0,5.0,29.0,2388.0,82.0,69.8,26.5,26.0,89.0,25.0,3.0,25.0,2.0,2.41,55.0,19.0,36.0,1.36,-1.35,52.2,23.3,28.9,1.09,-0.5,26.5,1977,219,941,946,98,25,1977,3,2,66.7,1,33.3,1211,5779,3081,21,11,0,4,1,1446,24,26.5,3.0,15.0,6.0,40.0,0.57,0.23,0.2,0.5,12.0,0.0,0.0,0.0,1.6,1.6,0.11,1.4,1.4
15,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,17.0,2006.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,0.1,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,1,2,50.0,18,7,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,0.2,0.1,0.0,,0.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.6,-0.5,-7.7,-8.15,0.1,6,5,5,0,1,0,6,0,0,,0,,1,18,12,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
16,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,31.0,1991.0,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.3,0.3,1.5,1.8,23,59,42,0.07,0.14,0.21,0.07,0.21,0.02,0.11,0.13,0.02,0.13,Matches,14.4,33,21,20,12,1,9,14,64.3,5,12,2,10,4,37,25,0,14.4,49.0,3.42,28.0,15.0,3.0,0.0,2.0,1.0,4.0,0.28,1.0,3.0,0.0,0.0,0.0,0.0,14.4,7.0,0.0,0.0,18.0,17.0,1.0,82.0,4.0,21.0,0.0,0.0,0.0,99.0,13.0,11.0,54.2,14.4,628,847,74.1,12126,4928,260,297,87.5,262,328,79.9,94,183,51.4,2,1.5,2.1,0.5,23,52,19,12,59,14.4,847.0,672.0,173.0,32.0,1.0,11.0,82.0,122.0,19.0,7.0,12.0,0.0,628.0,2.0,16.0,21.0,1292.0,62.0,37.8,14.4,18.0,69.0,5.0,3.0,19.0,2.0,1.14,20.0,21.0,-1.0,-0.07,0.14,17.1,21.9,-4.8,-0.34,-0.07,14.4,984,33,270,476,253,10,984,21,10,47.6,8,38.1,473,2266,1224,23,20,4,20,16,546,42,14.4,1.0,9.0,4.0,44.4,0.63,0.28,0.11,0.25,27.9,0.0,0.0,0.0,0.3,0.3,0.03,0.7,0.7
17,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23.0,2000.0,32,27,2252,25.0,8,1,9,8,0,0,2,0,12.4,12.4,1.9,14.3,40,17,127,0.32,0.04,0.36,0.32,0.36,0.5,0.07,0.57,0.5,0.57,Matches,25.0,12,4,3,4,5,3,7,42.9,4,9,2,7,5,17,11,0,25.0,43.0,1.72,29.0,0.0,5.0,8.0,1.0,0.0,3.0,0.12,0.0,0.0,2.0,1.0,0.0,0.0,25.0,2.0,0.0,0.0,39.0,22.0,26.0,12.0,5.0,4.0,0.0,0.0,0.0,55.0,54.0,69.0,43.9,25.0,250,385,64.9,3676,786,125,185,67.6,89,126,70.6,14,29,48.3,1,1.9,1.4,-0.9,17,14,4,2,17,25.0,385.0,375.0,10.0,0.0,2.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,20.0,32.0,2252.0,70.0,73.6,25.0,27.0,80.0,10.0,5.0,21.0,1.0,1.22,29.0,32.0,-3.0,-0.12,0.1,32.6,35.3,-2.7,-0.11,0.13,25.0,638,17,61,266,323,118,638,44,14,31.8,26,59.1,442,2673,1004,40,23,22,68,30,472,127,25.0,8.0,79.0,32.0,40.5,3.16,1.28,0.1,0.25,14.5,0.0,0.0,0.0,12.4,12.4,0.16,-4.4,-4.4
18,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,24.0,1999.0,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,1.3,4,3,1,3,0,2,3,66.7,1,2,0,2,4,8,2,0,1.3,3.0,2.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,7.0,2.0,3.0,40.0,1.3,59,71,83.1,973,262,35,39,89.7,18,24,75.0,6,8,75.0,0,0.1,0.0,-0.1,1,9,0,0,5,1.3,71.0,67.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,3.0,121.0,40.0,3.5,1.3,1.0,90.0,1.0,2.0,16.0,2.0,2.0,4.0,3.0,1.0,0.74,1.13,2.1,1.5,0.6,0.43,0.51,1.3,91,3,23,54,14,4,91,3,2,66.7,0,0.0,44,193,116,4,1,2,3,0,52,1,1.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
19,Junior Adamu,at AUT,"FW,MF",Freiburg,de Bundesliga,22.0,2001.0,15,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,1,5,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.16,0.05,0.16,Matches,1.2,5,1,1,2,2,1,2,50.0,1,1,0,1,0,5,2,0,1.2,2.0,1.73,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,6.0,45.5,1.2,18,30,60.0,181,36,15,17,88.2,1,9,11.1,0,1,0.0,0,0.1,0.0,-0.1,1,0,1,0,1,1.2,30.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,15.0,105.0,7.0,3.4,1.2,0.0,,0.0,15.0,7.0,13.0,1.47,1.0,5.0,-4.0,-3.43,-3.15,0.9,3.4,-2.5,-2.17,-2.22,1.2,54,2,7,32,18,6,54,3,0,0.0,2,66.7,29,141,48,1,1,0,5,5,33,5,1.2,0.0,2.0,1.0,50.0,1.71,0.86,0.0,0.0,12.1,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
20,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30.0,1993.0,20,8,801,8.9,1,2,3,1,0,0,2,0,4.1,4.1,2.0,6.1,15,18,42,0.11,0.22,0.34,0.11,0.34,0.46,0.23,0.69,0.46,0.69,Matches,8.9,14,9,2,9,3,6,11,54.5,5,16,1,15,5,19,7,0,8.9,31.0,3.48,22.0,0.0,1.0,1.0,6.0,1.0,3.0,0.34,1.0,0.0,0.0,1.0,1.0,0.0,8.9,2.0,0.0,0.0,18.0,13.0,8.0,4.0,5.0,9.0,1.0,0.0,0.0,30.0,14.0,37.0,27.5,8.9,132,189,69.8,1883,483,73,94,77.7,44,64,68.8,5,9,55.6,2,2.0,1.1,0.0,12,16,3,0,18,8.9,189.0,166.0,22.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,132.0,1.0,6.0,20.0,801.0,40.0,26.2,8.9,8.0,73.0,1.0,12.0,18.0,5.0,0.8,9.0,21.0,-12.0,-1.35,-0.55,11.8,16.5,-4.6,-0.52,0.31,8.9,312,8,30,151,136,52,312,18,7,38.9,10,55.6,162,814,344,15,9,5,27,17,183,42,8.9,1.0,31.0,13.0,41.9,3.48,1.46,0.03,0.08,12.4,0.0,0.0,0.0,4.1,4.1,0.13,-3.1,-3.1
21,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,25.0,1997.0,20,18,1617,18.0,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,10,62,5,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,Matches,18.0,21,11,16,5,0,12,21,57.1,9,16,11,5,25,46,80,0,18.0,10.0,0.56,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,10.0,5.0,0.0,1.0,25.0,11.0,0.0,0.0,0.0,43.0,56.0,28.0,66.7,18.0,1028,1216,84.5,21010,7956,277,307,90.2,627,699,89.7,115,177,65.0,0,0.1,0.3,-0.1,2,47,2,0,62,18.0,1216.0,1181.0,33.0,28.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1028.0,2.0,8.0,20.0,1617.0,81.0,47.3,18.0,18.0,90.0,17.0,2.0,2.0,2.0,1.4,28.0,25.0,3.0,0.17,0.62,27.6,28.0,-0.5,-0.03,0.56,18.0,1390,181,713,631,48,29,1390,3,1,33.3,0,0.0,817,4560,2661,10,12,1,4,4,1009,5,18.0,2.0,14.0,5.0,35.7,0.78,0.28,0.14,0.4,14.2,0.0,0.0,0.0,0.7,0.7,0.05,1.3,1.3
22,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25.0,1998.0,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0.0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,Matches,15.8,4,1,1,0,3,1,12,8.3,11,13,2,11,6,10,25,0,15.8,31.0,1.97,19.0,0.0,5.0,5.0,2.0,0.0,5.0,0.32,2.0,0.0,0.0,3.0,0.0,0.0,15.8,1.0,0.0,0.0,27.0,16.0,13.0,5.0,6.0,1.0,0.0,0.0,0.0,34.0,43.0,43.0,50.0,15.8,144,204,70.6,1847,385,94,122,77.0,41,60,68.3,3,6,50.0,0,0.7,0.4,-0.7,14,9,4,0,23,15.8,204.0,202.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,144.0,1.0,5.0,27.0,1419.0,53.0,41.5,15.8,16.0,77.0,5.0,11.0,16.0,0.0,0.78,30.0,36.0,-6.0,-0.38,0.83,22.2,28.4,-6.3,-0.4,0.92,15.8,462,27,52,172,243,82,462,67,18,26.9,46,68.7,265,1516,425,16,15,13,62,34,337,110,15.8,10.0,31.0,14.0,45.2,1.97,0.89,0.32,0.71,9.6,0.0,0.0,0.0,5.9,5.9,0.19,4.1,4.1
23,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21.0,2002.0,21,10,913,10.1,3,1,4,3,0,0,6,1,3.5,3.5,2.0,5.5,52,26,96,0.3,0.1,0.39,0.3,0.39,0.34,0.2,0.54,0.34,0.54,Matches,10.1,16,14,9,4,3,8,20,40.0,12,11,0,11,3,19,5,0,10.1,25.0,2.46,13.0,1.0,3.0,2.0,6.0,0.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,10.1,6.0,1.0,1.0,20.0,19.0,1.0,25.0,3.0,14.0,0.0,0.0,0.0,60.0,14.0,9.0,60.9,10.1,218,299,72.9,2929,719,135,162,83.3,61,83,73.5,8,18,44.4,1,2.0,1.6,-1.0,9,9,10,1,26,10.1,299.0,280.0,19.0,3.0,0.0,1.0,25.0,11.0,4.0,1.0,2.0,0.0,218.0,0.0,16.0,21.0,913.0,43.0,29.8,10.1,10.0,64.0,1.0,11.0,25.0,3.0,1.76,19.0,15.0,4.0,0.39,-0.49,18.4,17.1,1.2,0.12,-0.31,10.1,458,10,69,170,227,63,458,60,18,30.0,32,53.3,310,2413,1171,52,22,27,29,25,318,96,10.1,3.0,23.0,10.0,43.5,2.27,0.99,0.13,0.3,14.6,0.0,0.0,0.0,3.5,3.5,0.15,-0.5,-0.5
24,Simon Adingra,ci CIV,FW,Brighton,eng Premier League,21.0,2002.0,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,111,50,278,0.24,0.04,0.28,0.24,0.28,0.17,0.15,0.32,0.17,0.32,Matches,24.7,45,20,23,11,11,19,42,45.2,23,31,1,30,19,64,22,0,24.7,77.0,3.12,51.0,1.0,13.0,7.0,3.0,2.0,4.0,0.16,3.0,0.0,0.0,0.0,0.0,1.0,24.7,3.0,0.0,0.0,29.0,19.0,17.0,76.0,19.0,20.0,1.0,0.0,0.0,118.0,8.0,12.0,40.0,24.7,634,840,75.5,8828,1713,412,491,83.9,185,245,75.5,20,38,52.6,1,3.7,3.5,-2.7,33,17,33,11,50,24.7,840.0,815.0,23.0,3.0,7.0,2.0,76.0,15.0,5.0,0.0,1.0,0.0,634.0,2.0,29.0,31.0,2222.0,72.0,65.0,24.7,25.0,83.0,10.0,6.0,26.0,1.0,1.19,34.0,38.0,-4.0,-0.16,0.06,33.9,35.9,-2.0,-0.08,-0.34,24.7,1159,36,187,364,627,153,1159,123,50,40.7,64,52.0,773,5063,2996,111,48,63,48,28,795,278,24.7,6.0,52.0,22.0,42.3,2.11,0.89,0.12,0.27,15.9,0.0,0.0,0.0,4.3,4.3,0.08,1.7,1.7
25,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,20.0,2002.0,15,14,1243,13.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,10,34,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,13.8,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1,13.8,11.0,0.8,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,2.0,0.0,0.0,10.0,12.0,2.0,2.0,18.0,9.0,0.0,0.0,0.0,60.0,30.0,22.0,57.7,13.8,578,669,86.4,10635,4097,216,246,87.8,294,323,91.0,52,73,71.2,0,0.1,0.5,-0.1,3,38,1,0,34,13.8,669.0,628.0,40.0,27.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,578.0,1.0,5.0,15.0,1243.0,83.0,40.6,13.8,14.0,88.0,13.0,1.0,12.0,0.0,0.93,15.0,27.0,-12.0,-0.87,-0.32,15.8,23.6,-7.8,-0.56,-0.09,13.8,811,94,374,397,46,10,811,5,4,80.0,1,20.0,554,3506,1609,10,12,0,12,5,511,4,13.8,0.0,4.0,0.0,0.0,0.29,0.0,0.0,,8.3,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4
26,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,23.0,2000.0,23,8,898,10.0,4,6,10,4,0,0,5,0,3.3,3.3,2.3,5.6,32,39,131,0.4,0.6,1.0,0.4,1.0,0.33,0.23,0.56,0.33,0.56,Matches,10.0,16,7,2,10,4,7,17,41.2,10,10,2,8,6,22,5,0,10.0,52.0,5.22,39.0,0.0,6.0,3.0,4.0,0.0,9.0,0.9,5.0,0.0,2.0,1.0,1.0,0.0,10.0,5.0,0.0,0.0,14.0,28.0,7.0,23.0,6.0,7.0,0.0,0.0,0.0,36.0,21.0,22.0,48.8,10.0,367,459,80.0,4683,1110,252,291,86.6,91,110,82.7,7,18,38.9,6,2.3,2.9,3.7,21,19,18,3,39,10.0,459.0,447.0,11.0,2.0,2.0,1.0,23.0,7.0,0.0,0.0,0.0,0.0,367.0,1.0,10.0,23.0,898.0,39.0,29.3,10.0,8.0,71.0,1.0,15.0,22.0,4.0,2.65,28.0,9.0,19.0,1.9,-0.01,24.2,10.4,13.8,1.39,0.14,10.0,575,7,52,231,299,66,575,27,13,48.1,10,37.0,339,1768,1021,32,25,16,17,10,460,131,10.0,4.0,27.0,15.0,55.6,2.71,1.5,0.15,0.27,13.7,0.0,0.0,0.0,3.3,3.3,0.12,0.7,0.7
27,Yacine Adli,fr FRA,MF,Milan,it Serie A,23.0,2000.0,24,17,1407,15.6,1,2,3,1,0,0,3,0,0.3,0.3,2.2,2.5,30,125,26,0.06,0.13,0.19,0.06,0.19,0.02,0.14,0.16,0.02,0.16,Matches,15.6,34,17,17,13,4,13,35,37.1,22,22,8,14,20,54,15,1,15.6,62.0,3.97,41.0,18.0,3.0,0.0,0.0,0.0,8.0,0.51,4.0,3.0,1.0,0.0,0.0,0.0,15.6,3.0,0.0,0.0,26.0,9.0,1.0,50.0,20.0,17.0,0.0,1.0,0.0,94.0,15.0,10.0,60.0,15.6,1125,1300,86.5,20142,6752,489,534,91.6,487,534,91.2,120,177,67.8,2,2.2,2.0,-0.2,22,149,16,6,125,15.6,1300.0,1220.0,78.0,36.0,3.0,16.0,50.0,7.0,35.0,11.0,12.0,0.0,1125.0,2.0,14.0,24.0,1407.0,59.0,41.1,15.6,17.0,74.0,6.0,7.0,21.0,14.0,1.88,25.0,22.0,3.0,0.19,-0.88,23.3,17.7,5.6,0.36,-0.32,15.6,1439,38,262,913,281,8,1439,32,22,68.8,8,25.0,873,4728,2144,30,27,3,18,10,1053,26,15.6,1.0,4.0,1.0,25.0,0.26,0.06,0.25,1.0,19.8,0.0,0.0,0.0,0.3,0.3,0.07,0.7,0.7
28,Adryelson,br BRA,"DF,FW",Lyon,fr Ligue 1,25.0,1998.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,5,5,100.0,75,28,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,6.0,3.0,0.2,0.1,0.0,,0.0,2.0,3.0,12.0,1.5,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.1,9,2,9,0,0,0,9,0,0,,0,,5,22,9,0,0,0,0,0,5,0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
29,Adson,br BRA,"MF,FW",Nantes,fr Ligue 1,22.0,2000.0,8,2,238,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,18,15,19,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,2.6,7,6,1,6,0,2,2,100.0,0,5,0,5,2,9,2,0,2.6,9.0,3.4,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,2.6,115,130,88.5,1750,378,61,64,95.3,40,46,87.0,8,10,80.0,0,0.1,0.3,-0.1,3,11,4,0,15,2.6,130.0,128.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,115.0,0.0,2.0,8.0,238.0,30.0,7.8,2.6,2.0,61.0,0.0,6.0,20.0,0.0,1.0,2.0,6.0,-4.0,-1.51,-0.84,3.3,5.4,-2.1,-0.79,-0.37,2.6,163,0,18,81,68,10,163,8,5,62.5,3,37.5,137,934,451,18,9,4,4,4,127,19,2.6,0.0,5.0,0.0,0.0,1.89,0.0,0.0,,17.9,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
